,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '100.00±0.00', 'Val': '91.00±3.00'}","{'Train': '100.00±0.00', 'Val': '80.00±4.00'}","{'Train': '100.00±0.00', 'Val': '96.00±3.00'}","{'Train': '100.00±0.00', 'Val': '93.00±2.00'}","{'Train': '100.00±0.00', 'Val': '92.00±2.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '95.00±2.00'}","{'Train': '100.00±0.00', 'Val': '96.00±3.00'}","{'Train': '100.00±0.00', 'Val': '70.00±4.00'}","{'Train': '100.00±0.00', 'Val': '92.00±4.00'}","{'Train': '100.00±0.00', 'Val': '93.00±4.00'}"
Accuracy,"{'Train': '100.00±0.00', 'Val': '93.00±1.00'}","{'Train': '100.00±0.00', 'Val': '88.00±3.00'}","{'Train': '100.00±0.00', 'Val': '82.00±4.00'}","{'Train': '100.00±0.00', 'Val': '93.00±2.00'}","{'Train': '100.00±0.00', 'Val': '93.00±1.00'}"
MCC,"{'Train': '1.00±0.00', 'Val': '0.86±0.03'}","{'Train': '1.00±0.00', 'Val': '0.78±0.05'}","{'Train': '1.00±0.00', 'Val': '0.67±0.07'}","{'Train': '1.00±0.00', 'Val': '0.85±0.04'}","{'Train': '1.00±0.00', 'Val': '0.85±0.02'}"
