,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '93.00±1.00', 'Val': '88.00±3.00'}","{'Train': '100.00±0.00', 'Val': '86.00±5.00'}","{'Train': '100.00±0.00', 'Val': '85.00±6.00'}","{'Train': '100.00±0.00', 'Val': '90.00±2.00'}","{'Train': '100.00±0.00', 'Val': '90.00±2.00'}"
Specificity,"{'Train': '97.00±1.00', 'Val': '93.00±3.00'}","{'Train': '100.00±0.00', 'Val': '89.00±4.00'}","{'Train': '100.00±0.00', 'Val': '84.00±6.00'}","{'Train': '100.00±0.00', 'Val': '91.00±4.00'}","{'Train': '100.00±0.00', 'Val': '91.00±4.00'}"
Accuracy,"{'Train': '95.00±0.00', 'Val': '90.00±1.00'}","{'Train': '100.00±0.00', 'Val': '88.00±1.00'}","{'Train': '100.00±0.00', 'Val': '85.00±2.00'}","{'Train': '100.00±0.00', 'Val': '90.00±2.00'}","{'Train': '100.00±0.00', 'Val': '91.00±1.00'}"
MCC,"{'Train': '0.91±0.00', 'Val': '0.81±0.02'}","{'Train': '1.00±0.00', 'Val': '0.76±0.03'}","{'Train': '1.00±0.00', 'Val': '0.70±0.03'}","{'Train': '1.00±0.00', 'Val': '0.81±0.03'}","{'Train': '1.00±0.00', 'Val': '0.82±0.03'}"
