,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '100.00±0.00', 'Val': '88.00±3.00'}","{'Train': '100.00±0.00', 'Val': '84.00±2.00'}","{'Train': '92.00±1.00', 'Val': '86.00±3.00'}","{'Train': '96.00±1.00', 'Val': '87.00±4.00'}","{'Train': '100.00±0.00', 'Val': '87.00±3.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '88.00±4.00'}","{'Train': '100.00±0.00', 'Val': '82.00±3.00'}","{'Train': '83.00±1.00', 'Val': '68.00±3.00'}","{'Train': '97.00±0.00', 'Val': '88.00±5.00'}","{'Train': '100.00±0.00', 'Val': '88.00±4.00'}"
Accuracy,"{'Train': '100.00±0.00', 'Val': '88.00±3.00'}","{'Train': '100.00±0.00', 'Val': '83.00±2.00'}","{'Train': '88.00±1.00', 'Val': '77.00±2.00'}","{'Train': '97.00±0.00', 'Val': '88.00±4.00'}","{'Train': '100.00±0.00', 'Val': '88.00±3.00'}"
MCC,"{'Train': '1.00±0.00', 'Val': '0.75±0.06'}","{'Train': '1.00±0.00', 'Val': '0.65±0.03'}","{'Train': '0.76±0.02', 'Val': '0.55±0.05'}","{'Train': '0.93±0.01', 'Val': '0.75±0.07'}","{'Train': '1.00±0.00', 'Val': '0.75±0.05'}"
