,svm,rf,knn,lr,mlp
svm,1.0,1.0028435845625962e-74,2.0466195603323738e-76,2.0466195603323738e-76,2.0466195603323738e-76
rf,1.0028435845628529e-74,1.0,1.0028435845628529e-74,1.0028435845628529e-74,1.0028435845628529e-74
knn,2.0466195603323738e-76,1.0028435845625962e-74,1.0,2.0466195603323738e-76,2.0466195603323738e-76
lr,2.0466195603323738e-76,1.0028435845625962e-74,2.0466195603323738e-76,1.0,2.0466195603323738e-76
mlp,2.0466195603323738e-76,1.0028435845625962e-74,2.0466195603323738e-76,2.0466195603323738e-76,1.0
