,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '100.00±0.00', 'Val': '92.00±3.00'}","{'Train': '100.00±0.00', 'Val': '85.00±7.00'}","{'Train': '100.00±0.00', 'Val': '85.00±6.00'}","{'Train': '100.00±0.00', 'Val': '89.00±4.00'}","{'Train': '100.00±0.00', 'Val': '90.00±4.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '91.00±4.00'}","{'Train': '100.00±0.00', 'Val': '91.00±7.00'}","{'Train': '100.00±0.00', 'Val': '80.00±7.00'}","{'Train': '100.00±0.00', 'Val': '91.00±2.00'}","{'Train': '100.00±0.00', 'Val': '91.00±4.00'}"
Accuracy,"{'Train': '100.00±0.00', 'Val': '92.00±1.00'}","{'Train': '100.00±0.00', 'Val': '88.00±3.00'}","{'Train': '100.00±0.00', 'Val': '82.00±3.00'}","{'Train': '100.00±0.00', 'Val': '90.00±2.00'}","{'Train': '100.00±0.00', 'Val': '91.00±2.00'}"
MCC,"{'Train': '1.00±0.00', 'Val': '0.84±0.02'}","{'Train': '1.00±0.00', 'Val': '0.77±0.06'}","{'Train': '1.00±0.00', 'Val': '0.65±0.06'}","{'Train': '1.00±0.00', 'Val': '0.81±0.03'}","{'Train': '1.00±0.00', 'Val': '0.82±0.04'}"
