,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '100.00±0.00', 'Val': '93.00±2.00'}","{'Train': '100.00±0.00', 'Val': '87.00±5.00'}","{'Train': '100.00±0.00', 'Val': '91.00±6.00'}","{'Train': '97.00±1.00', 'Val': '90.00±2.00'}","{'Train': '100.00±0.00', 'Val': '94.00±4.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '94.00±4.00'}","{'Train': '100.00±0.00', 'Val': '92.00±5.00'}","{'Train': '100.00±0.00', 'Val': '84.00±7.00'}","{'Train': '99.00±0.00', 'Val': '94.00±3.00'}","{'Train': '100.00±0.00', 'Val': '94.00±2.00'}"
Accuracy,"{'Train': '100.00±0.00', 'Val': '93.00±2.00'}","{'Train': '100.00±0.00', 'Val': '90.00±1.00'}","{'Train': '100.00±0.00', 'Val': '87.00±5.00'}","{'Train': '98.00±0.00', 'Val': '92.00±1.00'}","{'Train': '100.00±0.00', 'Val': '94.00±2.00'}"
MCC,"{'Train': '1.00±0.00', 'Val': '0.87±0.04'}","{'Train': '1.00±0.00', 'Val': '0.80±0.01'}","{'Train': '1.00±0.00', 'Val': '0.75±0.09'}","{'Train': '0.97±0.01', 'Val': '0.84±0.01'}","{'Train': '1.00±0.00', 'Val': '0.87±0.05'}"
