,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '100.00±0.00', 'Val': '74.00±4.00'}","{'Train': '99.00±0.00', 'Val': '19.00±5.00'}","{'Train': '100.00±0.00', 'Val': '75.00±6.00'}","{'Train': '99.00±0.00', 'Val': '76.00±5.00'}","{'Train': '100.00±0.00', 'Val': '76.00±6.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '99.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '98.00±0.00'}","{'Train': '100.00±0.00', 'Val': '99.00±0.00'}","{'Train': '100.00±0.00', 'Val': '99.00±0.00'}"
Accuracy,"{'Train': '100.00±0.00', 'Val': '97.00±0.00'}","{'Train': '100.00±0.00', 'Val': '94.00±0.00'}","{'Train': '100.00±0.00', 'Val': '96.00±0.00'}","{'Train': '100.00±0.00', 'Val': '97.00±0.00'}","{'Train': '100.00±0.00', 'Val': '97.00±0.00'}"
MCC,"{'Train': '1.00±0.00', 'Val': '0.80±0.01'}","{'Train': '1.00±0.00', 'Val': '0.42±0.05'}","{'Train': '1.00±0.00', 'Val': '0.73±0.03'}","{'Train': '0.99±0.00', 'Val': '0.79±0.02'}","{'Train': '1.00±0.00', 'Val': '0.79±0.04'}"
