Sensitivity,Specificity,Accuracy,MCC
0.8947368421052632,0.9464285714285714,0.9203539823008849,0.8419570988041641
0.7857142857142857,0.8035714285714286,0.7946428571428571,0.5893796917545019
0.875,0.875,0.875,0.75
0.875,0.875,0.875,0.75
0.9285714285714286,0.875,0.9017857142857143,0.8047270004486238
