,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '99.00±0.00', 'Val': '95.00±3.00'}","{'Train': '99.00±1.00', 'Val': '77.00±7.00'}","{'Train': '100.00±0.00', 'Val': '89.00±4.00'}","{'Train': '100.00±0.00', 'Val': '94.00±2.00'}","{'Train': '100.00±0.00', 'Val': '93.00±3.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '99.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}"
Accuracy,"{'Train': '100.00±0.00', 'Val': '99.00±0.00'}","{'Train': '100.00±0.00', 'Val': '98.00±0.00'}","{'Train': '100.00±0.00', 'Val': '99.00±0.00'}","{'Train': '100.00±0.00', 'Val': '99.00±0.00'}","{'Train': '100.00±0.00', 'Val': '99.00±0.00'}"
MCC,"{'Train': '0.99±0.00', 'Val': '0.95±0.01'}","{'Train': '1.00±0.00', 'Val': '0.86±0.04'}","{'Train': '1.00±0.00', 'Val': '0.90±0.03'}","{'Train': '1.00±0.00', 'Val': '0.95±0.02'}","{'Train': '1.00±0.00', 'Val': '0.94±0.02'}"
