,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '100.00±0.00', 'Val': '88.00±4.00'}","{'Train': '100.00±0.00', 'Val': '81.00±4.00'}","{'Train': '100.00±0.00', 'Val': '94.00±3.00'}","{'Train': '100.00±0.00', 'Val': '92.00±2.00'}","{'Train': '100.00±0.00', 'Val': '92.00±4.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '94.00±3.00'}","{'Train': '100.00±0.00', 'Val': '96.00±3.00'}","{'Train': '100.00±0.00', 'Val': '69.00±4.00'}","{'Train': '100.00±0.00', 'Val': '91.00±2.00'}","{'Train': '100.00±0.00', 'Val': '92.00±1.00'}"
Accuracy,"{'Train': '100.00±0.00', 'Val': '91.00±2.00'}","{'Train': '100.00±0.00', 'Val': '89.00±3.00'}","{'Train': '100.00±0.00', 'Val': '80.00±1.00'}","{'Train': '100.00±0.00', 'Val': '92.00±1.00'}","{'Train': '100.00±0.00', 'Val': '92.00±2.00'}"
MCC,"{'Train': '1.00±0.00', 'Val': '0.83±0.05'}","{'Train': '1.00±0.00', 'Val': '0.78±0.07'}","{'Train': '1.00±0.00', 'Val': '0.64±0.02'}","{'Train': '1.00±0.00', 'Val': '0.83±0.03'}","{'Train': '1.00±0.00', 'Val': '0.84±0.04'}"
