,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '91.00±1.00', 'Val': '87.00±5.00'}","{'Train': '95.00±1.00', 'Val': '86.00±2.00'}","{'Train': '88.00±1.00', 'Val': '86.00±4.00'}","{'Train': '93.00±1.00', 'Val': '88.00±3.00'}","{'Train': '91.00±2.00', 'Val': '87.00±2.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '99.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}"
Accuracy,"{'Train': '99.00±0.00', 'Val': '99.00±0.00'}","{'Train': '100.00±0.00', 'Val': '99.00±0.00'}","{'Train': '99.00±0.00', 'Val': '98.00±0.00'}","{'Train': '99.00±0.00', 'Val': '99.00±0.00'}","{'Train': '99.00±0.00', 'Val': '99.00±0.00'}"
MCC,"{'Train': '0.95±0.01', 'Val': '0.90±0.02'}","{'Train': '0.97±0.01', 'Val': '0.90±0.01'}","{'Train': '0.90±0.00', 'Val': '0.88±0.01'}","{'Train': '0.96±0.01', 'Val': '0.90±0.01'}","{'Train': '0.95±0.01', 'Val': '0.90±0.01'}"
