,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '96.00±1.00', 'Val': '88.00±7.00'}","{'Train': '100.00±0.00', 'Val': '87.00±7.00'}","{'Train': '94.00±1.00', 'Val': '87.00±3.00'}","{'Train': '100.00±0.00', 'Val': '88.00±4.00'}","{'Train': '100.00±0.00', 'Val': '90.00±5.00'}"
Specificity,"{'Train': '98.00±0.00', 'Val': '93.00±3.00'}","{'Train': '100.00±0.00', 'Val': '88.00±7.00'}","{'Train': '92.00±1.00', 'Val': '84.00±4.00'}","{'Train': '100.00±0.00', 'Val': '88.00±4.00'}","{'Train': '100.00±0.00', 'Val': '90.00±6.00'}"
Accuracy,"{'Train': '97.00±0.00', 'Val': '90.00±3.00'}","{'Train': '100.00±0.00', 'Val': '88.00±2.00'}","{'Train': '93.00±1.00', 'Val': '85.00±2.00'}","{'Train': '100.00±0.00', 'Val': '88.00±2.00'}","{'Train': '100.00±0.00', 'Val': '90.00±2.00'}"
MCC,"{'Train': '0.94±0.01', 'Val': '0.81±0.05'}","{'Train': '1.00±0.00', 'Val': '0.76±0.05'}","{'Train': '0.86±0.02', 'Val': '0.71±0.04'}","{'Train': '1.00±0.00', 'Val': '0.76±0.04'}","{'Train': '1.00±0.00', 'Val': '0.81±0.05'}"
