,svm,rf,knn,lr,mlp
svm,1.0,3.616464248441406e-19,3.0073975476101016e-14,4.4277934359235887e-26,1.3001460875521135e-26
rf,3.61646424844138e-19,1.0,6.427756014539497e-12,2.0546672959474158e-18,4.533614607878497e-19
knn,3.007397547610059e-14,6.427756014539513e-12,1.0,1.1344088726910816e-12,1.8404873250529753e-13
lr,4.4277934359235256e-26,2.054667295947401e-18,1.1344088726910784e-12,1.0,6.610912309586959e-28
mlp,1.3001460875520948e-26,4.533614607878497e-19,1.84048732505296e-13,6.6109123095868645e-28,1.0
