,svm,rf,knn,lr,mlp
svm,1.0,1.0648560458230524e-17,2.0016200282844406e-20,1.8106027046237864e-14,5.644318428735335e-22
rf,1.064856045823046e-17,1.0,2.018566653503675e-19,4.3568842364036264e-17,2.5722287679745332e-14
knn,2.001620028284482e-20,2.0185666535037178e-19,1.0,3.869522139875436e-13,5.2501183340100795e-15
lr,1.8106027046238218e-14,4.3568842364036874e-17,3.869522139875431e-13,1.0,2.2266476300327777e-20
mlp,5.644318428735279e-22,2.5722287679745073e-14,5.2501183340100416e-15,2.2266476300327618e-20,1.0
