,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '100.00±0.00', 'Val': '88.00±2.00'}","{'Train': '100.00±0.00', 'Val': '76.00±3.00'}","{'Train': '100.00±0.00', 'Val': '88.00±3.00'}","{'Train': '100.00±0.00', 'Val': '88.00±4.00'}","{'Train': '100.00±0.00', 'Val': '88.00±3.00'}"
Specificity,"{'Train': '99.00±1.00', 'Val': '86.00±7.00'}","{'Train': '100.00±0.00', 'Val': '96.00±4.00'}","{'Train': '100.00±0.00', 'Val': '62.00±6.00'}","{'Train': '100.00±0.00', 'Val': '86.00±6.00'}","{'Train': '100.00±0.00', 'Val': '88.00±5.00'}"
Accuracy,"{'Train': '99.00±0.00', 'Val': '87.00±4.00'}","{'Train': '100.00±0.00', 'Val': '87.00±3.00'}","{'Train': '100.00±0.00', 'Val': '74.00±4.00'}","{'Train': '100.00±0.00', 'Val': '87.00±3.00'}","{'Train': '100.00±0.00', 'Val': '88.00±3.00'}"
MCC,"{'Train': '0.99±0.01', 'Val': '0.75±0.08'}","{'Train': '1.00±0.00', 'Val': '0.74±0.06'}","{'Train': '1.00±0.00', 'Val': '0.51±0.07'}","{'Train': '1.00±0.00', 'Val': '0.74±0.06'}","{'Train': '1.00±0.00', 'Val': '0.77±0.05'}"
