,svm,rf,knn,lr,mlp
svm,1.0,4.6404153932515306e-17,3.998719539176485e-05,2.3487278837333005e-18,5.6249807120482e-26
rf,4.6404153932515306e-17,1.0,1.4199751636963717e-07,1.645655635568738e-14,2.797944751553695e-18
knn,3.998719539176488e-05,1.4199751636963757e-07,1.0,0.00011637176163782747,0.00011686603186192106
lr,2.3487278837332997e-18,1.6456556355687384e-14,0.00011637176163782726,1.0,1.7067485857520409e-15
mlp,5.62498071204828e-26,2.797944751553715e-18,0.00011686603186192331,1.706748585752077e-15,1.0
