,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '98.00±0.00', 'Val': '92.00±2.00'}","{'Train': '100.00±0.00', 'Val': '85.00±5.00'}","{'Train': '100.00±0.00', 'Val': '92.00±3.00'}","{'Train': '100.00±0.00', 'Val': '93.00±2.00'}","{'Train': '100.00±0.00', 'Val': '93.00±2.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '95.00±3.00'}","{'Train': '100.00±0.00', 'Val': '94.00±5.00'}","{'Train': '100.00±0.00', 'Val': '86.00±7.00'}","{'Train': '100.00±0.00', 'Val': '94.00±2.00'}","{'Train': '100.00±0.00', 'Val': '94.00±3.00'}"
Accuracy,"{'Train': '99.00±0.00', 'Val': '94.00±1.00'}","{'Train': '100.00±0.00', 'Val': '90.00±1.00'}","{'Train': '100.00±0.00', 'Val': '89.00±4.00'}","{'Train': '100.00±0.00', 'Val': '94.00±1.00'}","{'Train': '100.00±0.00', 'Val': '93.00±2.00'}"
MCC,"{'Train': '0.98±0.00', 'Val': '0.88±0.03'}","{'Train': '1.00±0.00', 'Val': '0.80±0.03'}","{'Train': '1.00±0.00', 'Val': '0.79±0.07'}","{'Train': '1.00±0.00', 'Val': '0.87±0.03'}","{'Train': '1.00±0.00', 'Val': '0.87±0.03'}"
