,svm,rf,knn,lr,mlp
svm,1.0,1.3313750707509572e-47,3.4227474446358615e-58,4.747357466252488e-75,1.2762869565912926e-73
rf,1.3313750707511463e-47,1.0,2.847861113906231e-51,1.375622394355046e-48,4.363425790226175e-48
knn,3.422747444634794e-58,2.847861113905463e-51,1.0,6.584654888227514e-60,7.557354659176485e-62
lr,4.747357466251948e-75,1.3756223943548506e-48,6.584654888229385e-60,1.0,1.5374127756542827e-72
mlp,1.2762869565911837e-73,4.363425790225244e-48,7.557354659176485e-62,1.537412775653846e-72,1.0
