,svm,rf,knn,lr,mlp
svm,1.0,2.867961346030416e-16,4.2643213058050915e-09,8.38594226471082e-24,2.0806887912139733e-21
rf,2.8679613460304233e-16,1.0,1.1228060714712644e-09,3.5812542773840677e-17,1.936823339784642e-15
knn,4.264321305805131e-09,1.1228060714712696e-09,1.0,3.234848479299291e-09,3.234848479299291e-09
lr,8.38594226471106e-24,3.581254277384118e-17,3.23484847929932e-09,1.0,1.9159230502083658e-27
mlp,2.080688791214003e-21,1.9368233397846824e-15,3.23484847929932e-09,1.9159230502083658e-27,1.0
