svm,rf,knn,lr,mlp
1,,,100,
0.1,,,,
linear,,,,
,10.0,,,
,5.0,,,
,200.0,,,
,,ball_tree,,
,,7,,
,,uniform,,
,,,l1,
,,,saga,adam
,,,,relu
,,,,"(512, 256, 64)"
