Sensitivity,Specificity,Accuracy,MCC
0.8947368421052632,0.9464285714285714,0.9203539823008849,0.8419570988041641
0.8392857142857143,0.9464285714285714,0.8928571428571429,0.7902633289178095
0.9464285714285714,0.9285714285714286,0.9375,0.8751395423021391
0.875,0.8928571428571429,0.8839285714285714,0.7679795983467751
0.875,0.8928571428571429,0.8839285714285714,0.7679795983467751
