,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '100.00±0.00', 'Val': '88.00±5.00'}","{'Train': '100.00±0.00', 'Val': '78.00±3.00'}","{'Train': '100.00±0.00', 'Val': '96.00±2.00'}","{'Train': '100.00±0.00', 'Val': '91.00±5.00'}","{'Train': '100.00±0.00', 'Val': '92.00±4.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '95.00±2.00'}","{'Train': '100.00±0.00', 'Val': '96.00±4.00'}","{'Train': '100.00±0.00', 'Val': '66.00±6.00'}","{'Train': '100.00±0.00', 'Val': '91.00±1.00'}","{'Train': '100.00±0.00', 'Val': '92.00±1.00'}"
Accuracy,"{'Train': '100.00±0.00', 'Val': '92.00±3.00'}","{'Train': '100.00±0.00', 'Val': '88.00±3.00'}","{'Train': '100.00±0.00', 'Val': '80.00±3.00'}","{'Train': '100.00±0.00', 'Val': '91.00±2.00'}","{'Train': '100.00±0.00', 'Val': '92.00±2.00'}"
MCC,"{'Train': '1.00±0.00', 'Val': '0.84±0.05'}","{'Train': '1.00±0.00', 'Val': '0.77±0.07'}","{'Train': '1.00±0.00', 'Val': '0.64±0.06'}","{'Train': '1.00±0.00', 'Val': '0.82±0.05'}","{'Train': '1.00±0.00', 'Val': '0.84±0.04'}"
