,svm,rf,knn,lr,mlp
svm,1.0,8.461439460671791e-12,1.804240154666304e-11,6.574143650485576e-16,2.6879066532248885e-27
rf,8.461439460671809e-12,1.0,1.1430457383214053e-12,3.965963749624788e-11,4.782343895714186e-13
knn,1.8042401546663026e-11,1.1430457383214037e-12,1.0,1.487718136759093e-08,4.35036558271166e-13
lr,6.574143650485578e-16,3.9659637496247556e-11,1.487718136759079e-08,1.0,6.110028828598173e-16
mlp,2.68790665322485e-27,4.782343895714184e-13,4.350365582711659e-13,6.110028828598132e-16,1.0
