,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '97.00±1.00', 'Val': '89.00±4.00'}","{'Train': '100.00±0.00', 'Val': '83.00±6.00'}","{'Train': '100.00±0.00', 'Val': '86.00±6.00'}","{'Train': '96.00±1.00', 'Val': '88.00±3.00'}","{'Train': '100.00±0.00', 'Val': '90.00±4.00'}"
Specificity,"{'Train': '99.00±1.00', 'Val': '89.00±4.00'}","{'Train': '100.00±0.00', 'Val': '89.00±2.00'}","{'Train': '100.00±0.00', 'Val': '75.00±4.00'}","{'Train': '98.00±1.00', 'Val': '92.00±5.00'}","{'Train': '100.00±0.00', 'Val': '89.00±6.00'}"
Accuracy,"{'Train': '98.00±0.00', 'Val': '89.00±1.00'}","{'Train': '100.00±0.00', 'Val': '86.00±3.00'}","{'Train': '100.00±0.00', 'Val': '81.00±4.00'}","{'Train': '97.00±0.00', 'Val': '90.00±1.00'}","{'Train': '100.00±0.00', 'Val': '89.00±1.00'}"
MCC,"{'Train': '0.96±0.00', 'Val': '0.78±0.02'}","{'Train': '1.00±0.00', 'Val': '0.73±0.05'}","{'Train': '1.00±0.00', 'Val': '0.62±0.09'}","{'Train': '0.95±0.01', 'Val': '0.80±0.03'}","{'Train': '1.00±0.00', 'Val': '0.79±0.03'}"
