,svm,rf,knn,lr,mlp
svm,1.0,1.694315618388982e-67,4.9246746777602265e-68,1.7816761821234169e-72,4.910148513391494e-77
rf,1.6943156183885485e-67,1.0,6.223786038215936e-66,3.080573851616207e-69,1.6943156183885485e-67
knn,4.924674677759526e-68,6.223786038215582e-66,1.0,3.283048766605738e-67,3.2882953041806024e-71
lr,1.781676182123366e-72,3.0805738516162943e-69,3.2830487666061115e-67,1.0,3.206780182041873e-80
mlp,4.910148513391494e-77,1.694315618388982e-67,3.288295304181444e-71,3.2067801820433315e-80,1.0
