param_C,param_penalty,mean_test_MCC
1.0,l1,0.6537892591919912
1.0,l1,0.6498235077999119
1.0,l2,0.7337934967406292
1.0,l2,0.7341212158648747
10.0,l1,0.7305751025208075
10.0,l1,0.7846128838888825
10.0,l2,0.7888220844628725
10.0,l2,0.7888220844628725
100.0,l1,0.7114219490166687
100.0,l1,0.7743959389318145
100.0,l2,0.7634085007275149
100.0,l2,0.7792753032003341
0.1,l1,0.2331134693425559
0.1,l1,0.3637631965745885
0.1,l2,0.7084145759157551
0.1,l2,0.7084145759157551
1.0,l1,0.7202876116767861
1.0,l1,0.707898544110285
1.0,l2,0.8110337105576582
1.0,l2,0.8110337105576582
10.0,l1,0.7771999529901906
10.0,l1,0.7993960792012935
10.0,l2,0.830661787321306
10.0,l2,0.8032092813765326
100.0,l1,0.7884194037893084
100.0,l1,0.8069756418041949
100.0,l2,0.8385169169425428
100.0,l2,0.8069756418041949
0.1,l1,0.9040997177447394
0.1,l1,0.8990579481451515
0.1,l2,0.9146075556588756
0.1,l2,0.9128615448120384
1.0,l1,0.9106602269104628
1.0,l1,0.9068995352408824
1.0,l2,0.9183212270165864
1.0,l2,0.9183212270165864
10.0,l1,0.9192962085344624
10.0,l1,0.9178521169934488
10.0,l2,0.9174310379482248
10.0,l2,0.9160420714188868
100.0,l1,0.8999454292803553
100.0,l1,0.9159470181831108
100.0,l2,0.9134487390317404
100.0,l2,0.9159470181831108
0.1,l1,0.4365836485440192
0.1,l1,0.4207943621538941
0.1,l2,0.6299230650068365
0.1,l2,0.6299230650068365
1.0,l1,0.690868991923382
1.0,l1,0.672877194195555
1.0,l2,0.769555257312007
1.0,l2,0.7629282495669745
10.0,l1,0.7604850062352038
10.0,l1,0.7842449911213392
10.0,l2,0.7747897444460854
10.0,l2,0.7957515236185738
100.0,l1,0.7524373226732001
100.0,l1,0.7994594639260466
100.0,l2,0.7708455109874548
100.0,l2,0.7994594639260466
0.1,l1,0.0
0.1,l1,0.0
0.1,l2,0.5625496008018439
0.1,l2,0.5494868528431147
1.0,l1,0.5600238411026816
1.0,l1,0.5877410049874011
1.0,l2,0.6772721945022967
1.0,l2,0.6815454024246047
10.0,l1,0.6940201307828632
10.0,l1,0.6572457413027752
10.0,l2,0.6890350889378919
10.0,l2,0.6693197661463043
100.0,l1,0.6925729607390336
100.0,l1,0.6697339969368625
100.0,l2,0.7250664001202674
100.0,l2,0.6658729386596389
0.1,l1,0.0
0.1,l1,0.039693535836034
0.1,l2,0.4895572608292856
0.1,l2,0.4809136370698068
1.0,l1,0.5864639646484195
1.0,l1,0.5244332051525971
1.0,l2,0.6606816235294122
1.0,l2,0.668210579368343
10.0,l1,0.7274896244057617
10.0,l1,0.7218345572688694
10.0,l2,0.7416160133324255
10.0,l2,0.7373686461533143
100.0,l1,0.7250955873307318
100.0,l1,0.7373816496770843
100.0,l2,0.7304101095860326
100.0,l2,0.7373816496770843
0.1,l1,0.3189527090779242
0.1,l1,0.2862129484028453
0.1,l2,0.7516458597832157
0.1,l2,0.7516458597832157
1.0,l1,0.7665220860146852
1.0,l1,0.7468624653141923
1.0,l2,0.849614785850956
1.0,l2,0.8116911469945223
10.0,l1,0.8436585702149044
10.0,l1,0.8229050767818699
10.0,l2,0.8693960532422121
10.0,l2,0.8346136880091557
100.0,l1,0.8471776105195647
100.0,l1,0.8346136880091557
100.0,l2,0.8775856489763088
100.0,l2,0.8346136880091557
0.1,l1,0.3431012015005667
0.1,l1,0.3432426538023495
0.1,l2,0.740708824237952
0.1,l2,0.740708824237952
1.0,l1,0.7283875734067136
1.0,l1,0.729465827298221
1.0,l2,0.8070855209757578
1.0,l2,0.7853542437724045
10.0,l1,0.8063291002130437
10.0,l1,0.7957658578848189
10.0,l2,0.8235479423398976
10.0,l2,0.7920288964880271
100.0,l1,0.8131757425500494
100.0,l1,0.7920288964880271
100.0,l2,0.8173647466809081
100.0,l2,0.7954129845940413
0.1,l1,0.332715254210849
0.1,l1,0.3329362035544291
0.1,l2,0.7444038625872296
0.1,l2,0.7444038625872296
1.0,l1,0.7220357749192048
1.0,l1,0.7233735374690321
1.0,l2,0.8041097958922645
1.0,l2,0.7787246930207126
10.0,l1,0.7951301179352608
10.0,l1,0.7854457662935845
10.0,l2,0.8094945426400513
10.0,l2,0.7968233790603441
100.0,l1,0.8095354127720258
100.0,l1,0.8001607054181553
100.0,l2,0.8128260452713496
100.0,l2,0.8000539367470818
0.1,l1,0.7029808808861369
0.1,l1,0.6742198809113924
0.1,l2,0.9081617304285567
0.1,l2,0.903827809769962
1.0,l1,0.9087838028337254
1.0,l1,0.9207258945831258
1.0,l2,0.9391751098647864
1.0,l2,0.9391751098647864
10.0,l1,0.932360523988328
10.0,l1,0.9395945017548324
10.0,l2,0.9377525039209654
10.0,l2,0.9395945017548324
100.0,l1,0.9358410559449162
100.0,l1,0.9395945017548324
100.0,l2,0.949921325265724
100.0,l2,0.9395945017548324
0.1,l1,0.1835606272994021
0.1,l1,0.1478716521033667
0.1,l2,0.7269306859664364
0.1,l2,0.7269306859664364
1.0,l1,0.7703704979206367
1.0,l1,0.7331969140178399
1.0,l2,0.7921181138016717
1.0,l2,0.7969806190322052
10.0,l1,0.7732193647336661
10.0,l1,0.7890431551642472
10.0,l2,0.7858658132471551
10.0,l2,0.7964901548204912
100.0,l1,0.7785858558039307
100.0,l1,0.7889037195552333
100.0,l2,0.7896404659380151
100.0,l2,0.7850945285787526
0.1,l1,0.0
0.1,l1,0.0
0.1,l2,0.6437163901545673
0.1,l2,0.6408624931676777
1.0,l1,0.648382375815308
1.0,l1,0.6451142337833412
1.0,l2,0.7513689279259245
1.0,l2,0.7513689279259245
10.0,l1,0.7199997468233458
10.0,l1,0.759082922086493
10.0,l2,0.7913694087397782
10.0,l2,0.7649953971908048
100.0,l1,0.7537733918970001
100.0,l1,0.7674736166668139
100.0,l2,0.7997611662797925
100.0,l2,0.7698224251459574
0.1,l1,0.9639532191793296
0.1,l1,0.9639532191793296
0.1,l2,0.9821692927860252
0.1,l2,0.9821692927860252
1.0,l1,0.9823064908851808
1.0,l1,0.9754618369601488
1.0,l2,0.9977609806258292
1.0,l2,0.9956056722254144
10.0,l1,0.9911086420039168
10.0,l1,0.9956056722254144
10.0,l2,0.9956056722254144
10.0,l2,0.9977609806258292
100.0,l1,0.9912735144427768
100.0,l1,0.9977609806258292
100.0,l2,0.9956056722254144
100.0,l2,0.9977609806258292
0.1,l1,0.2397136050796588
0.1,l1,0.3386512784391748
0.1,l2,0.7116026025590212
0.1,l2,0.711112956146254
1.0,l1,0.7294268574637957
1.0,l1,0.7196687561197932
1.0,l2,0.8225706665387058
1.0,l2,0.8109364081803871
10.0,l1,0.815881423100725
10.0,l1,0.8300560648236195
10.0,l2,0.8811870285141618
10.0,l2,0.837796080456676
100.0,l1,0.804623350064492
100.0,l1,0.834019664020557
100.0,l2,0.8693939827521705
100.0,l2,0.834019664020557
0.1,l1,0.0
0.1,l1,0.0
0.1,l2,0.610713386067113
0.1,l2,0.583319444303616
1.0,l1,0.6320203781117775
1.0,l1,0.6314726126614076
1.0,l2,0.6871346230118703
1.0,l2,0.6790917056259403
10.0,l1,0.707590703824477
10.0,l1,0.6871199021995998
10.0,l2,0.7106893651027739
10.0,l2,0.7105260422797104
100.0,l1,0.7114254912148963
100.0,l1,0.706739698253968
100.0,l2,0.7336942039538916
100.0,l2,0.7028846927883025
0.1,l1,0.4718867094437675
0.1,l1,0.4318306829668907
0.1,l2,0.6660108542913864
0.1,l2,0.655947788210321
1.0,l1,0.684646916133282
1.0,l1,0.6844314193605058
1.0,l2,0.7669893075202607
1.0,l2,0.7669893075202607
10.0,l1,0.7373992589099296
10.0,l1,0.7632687083799778
10.0,l2,0.7985609720293374
10.0,l2,0.7631989904611903
100.0,l1,0.7170832917016543
100.0,l1,0.7671146433591137
100.0,l2,0.7879269399326976
100.0,l2,0.7671146433591137
0.1,l1,0.3612145297487739
0.1,l1,0.3465063291248082
0.1,l2,0.7179613682773911
0.1,l2,0.7179613682773911
1.0,l1,0.7230317887356956
1.0,l1,0.7312723556685315
1.0,l2,0.7844969495672319
1.0,l2,0.7670621747821162
10.0,l1,0.7122942077603766
10.0,l1,0.7669246324603691
10.0,l2,0.7635879613691465
10.0,l2,0.774103283036875
100.0,l1,0.7022687724562254
100.0,l1,0.7739091961532573
100.0,l2,0.7528413442174177
100.0,l2,0.7739091961532573
0.1,l1,0.0
0.1,l1,0.0
0.1,l2,0.6510137940795482
0.1,l2,0.6633477104462242
1.0,l1,0.6828965109475437
1.0,l1,0.6939590662505417
1.0,l2,0.772486052357398
1.0,l2,0.7722861525059901
10.0,l1,0.7878223559081176
10.0,l1,0.8045245482795922
10.0,l2,0.804301811461567
10.0,l2,0.8078654563072771
100.0,l1,0.7957056435872656
100.0,l1,0.7999466366894634
100.0,l2,0.788538622716184
100.0,l2,0.8038495669068286
0.1,l1,0.0
0.1,l1,-0.0411138985654815
0.1,l2,0.4867793950380927
0.1,l2,0.4952893879260295
1.0,l1,0.5176131339633665
1.0,l1,0.5397122785616523
1.0,l2,0.6751725563107739
1.0,l2,0.6673740298820666
10.0,l1,0.7244019424715817
10.0,l1,0.706816931773069
10.0,l2,0.7143962733118432
10.0,l2,0.7067970368222355
100.0,l1,0.7098005596858797
100.0,l1,0.7107596794689486
100.0,l2,0.7230607827276841
100.0,l2,0.7182211368871942
0.1,l1,0.3956363452006856
0.1,l1,0.3881127088967838
0.1,l2,0.4726322434836756
0.1,l2,0.4767279047349209
1.0,l1,0.5773790303437729
1.0,l1,0.5808198653831054
1.0,l2,0.6135728730451369
1.0,l2,0.6210805452799373
10.0,l1,0.6630034620306888
10.0,l1,0.647704582366176
10.0,l2,0.6478128543930585
10.0,l2,0.6407193076019188
100.0,l1,0.6971509416394855
100.0,l1,0.6475022233248114
100.0,l2,0.6768025252114084
100.0,l2,0.6517249267734865
0.1,l1,0.1249294962383879
0.1,l1,0.2623225355315669
0.1,l2,0.7070131530394479
0.1,l2,0.7070131530394479
1.0,l1,0.6933309070985987
1.0,l1,0.7140061810316614
1.0,l2,0.7744301155417656
1.0,l2,0.7663102422712665
10.0,l1,0.7741968495085503
10.0,l1,0.7780497614467203
10.0,l2,0.8016536866927144
10.0,l2,0.7775289672472325
100.0,l1,0.8040547037308962
100.0,l1,0.7735004464074475
100.0,l2,0.8096326836136096
100.0,l2,0.7771228646420678
0.1,l1,0.4594805368047637
0.1,l1,0.4450987627257078
0.1,l2,0.6595882363260117
0.1,l2,0.6418783478137576
1.0,l1,0.6728294177202196
1.0,l1,0.6752332471515461
1.0,l2,0.7752138303452145
1.0,l2,0.7763306975973803
10.0,l1,0.7685759470100877
10.0,l1,0.794227635759982
10.0,l2,0.800474032127994
10.0,l2,0.8005492322220418
100.0,l1,0.7433479942144265
100.0,l1,0.8002999926568416
100.0,l2,0.8180200414436534
100.0,l2,0.8036476699939034
0.1,l1,0.4283019603413334
0.1,l1,0.4370291422808873
0.1,l2,0.5033299798873218
0.1,l2,0.5043861193399242
1.0,l1,0.5822723706118844
1.0,l1,0.5928717843770036
1.0,l2,0.6454956972563883
1.0,l2,0.6494486181367463
10.0,l1,0.6912251937347997
10.0,l1,0.6713435330972831
10.0,l2,0.6754613243826493
10.0,l2,0.6754613243826493
100.0,l1,0.6660969090662568
100.0,l1,0.6920887492859006
100.0,l2,0.726582934290718
100.0,l2,0.6886435607004968
0.1,l1,0.1493767687221652
0.1,l1,0.2746314361380252
0.1,l2,0.7106873149890336
0.1,l2,0.7142309416685244
1.0,l1,0.6850313999456955
1.0,l1,0.7091414627461152
1.0,l2,0.7700677580167481
1.0,l2,0.7700677580167481
10.0,l1,0.7741956381822745
10.0,l1,0.7817450125446941
10.0,l2,0.8089131950628513
10.0,l2,0.78077400496919
100.0,l1,0.7967875348459807
100.0,l1,0.7805303701164864
100.0,l2,0.8130259073226295
100.0,l2,0.7805303701164864
0.1,l1,0.2766574454332253
0.1,l1,0.2257285453733157
0.1,l2,0.7570196495104857
0.1,l2,0.7532557728779674
1.0,l1,0.7244358829299962
1.0,l1,0.7486737735263087
1.0,l2,0.8306298985404709
1.0,l2,0.8154277409081816
10.0,l1,0.8162306249092367
10.0,l1,0.8154277409081816
10.0,l2,0.8657740514954304
10.0,l2,0.8230253900947633
100.0,l1,0.8283090258247047
100.0,l1,0.8230253900947633
100.0,l2,0.8579855268077241
100.0,l2,0.8230253900947633
0.1,l1,0.0
0.1,l1,-0.0403743774683695
0.1,l2,0.6120317189774882
0.1,l2,0.5926812005134974
1.0,l1,0.6592630258499235
1.0,l1,0.5953674136503564
1.0,l2,0.7139449683652318
1.0,l2,0.710132040581842
10.0,l1,0.7403986735719401
10.0,l1,0.7304701457968673
10.0,l2,0.7505562086440215
10.0,l2,0.7413210264989653
100.0,l1,0.7176453231289576
100.0,l1,0.7380777497626317
100.0,l2,0.7487317253927046
100.0,l2,0.7380777497626317
0.1,l1,0.0
0.1,l1,0.0
0.1,l2,0.8229800473556687
0.1,l2,0.8189730476638907
1.0,l1,0.7604516215071926
1.0,l1,0.7891451319592001
1.0,l2,0.849633800517337
1.0,l2,0.8535237437125774
10.0,l1,0.8007874034347402
10.0,l1,0.8500087051029797
10.0,l2,0.8652242159512447
10.0,l2,0.8536469584360388
100.0,l1,0.8343740866489154
100.0,l1,0.8497220514308049
100.0,l2,0.86131038705373
100.0,l2,0.8497220514308049
0.1,l1,0.4816214744980611
0.1,l1,0.4653097080932371
0.1,l2,0.5072133376233847
0.1,l2,0.4968597340408836
1.0,l1,0.5624208184838186
1.0,l1,0.5479432097674127
1.0,l2,0.626583264553034
1.0,l2,0.626583264553034
10.0,l1,0.7340919254501093
10.0,l1,0.7130171702126218
10.0,l2,0.7101977456453492
10.0,l2,0.71038450763175
100.0,l1,0.7407936861816348
100.0,l1,0.7275533321026313
100.0,l2,0.744011161856992
100.0,l2,0.7239551341916087
0.1,l1,0.3974649963261037
0.1,l1,0.3840802614864734
0.1,l2,0.7077545116052548
0.1,l2,0.7077545116052548
1.0,l1,0.7201409986561964
1.0,l1,0.6994115244906648
1.0,l2,0.7949396822210716
1.0,l2,0.7807185093306791
10.0,l1,0.781936256537791
10.0,l1,0.7876363970049257
10.0,l2,0.8087770285295312
10.0,l2,0.7876363970049257
100.0,l1,0.7673465509097087
100.0,l1,0.7876363970049257
100.0,l2,0.7944427704348108
100.0,l2,0.7876363970049257
0.1,l1,0.1864960675387672
0.1,l1,0.1695708389952055
0.1,l2,0.7414471187164992
0.1,l2,0.7414471187164992
1.0,l1,0.7006856617102514
1.0,l1,0.7421249731614962
1.0,l2,0.8195176291364135
1.0,l2,0.8004633687257225
10.0,l1,0.7704739768427021
10.0,l1,0.7963122570443553
10.0,l2,0.8269944524043549
10.0,l2,0.8037198318886178
100.0,l1,0.7756850957567046
100.0,l1,0.8037198318886178
100.0,l2,0.8131269232959066
100.0,l2,0.8037198318886178
0.1,l1,0.4365836485440192
0.1,l1,0.4167189127520096
0.1,l2,0.6405693862903408
0.1,l2,0.6405693862903408
1.0,l1,0.6982334645927055
1.0,l1,0.6766908063311272
1.0,l2,0.7627330273159788
1.0,l2,0.7627330273159788
10.0,l1,0.7637156187756825
10.0,l1,0.7840150920562572
10.0,l2,0.7745040951102554
10.0,l2,0.7949556865759246
100.0,l1,0.7633335353031793
100.0,l1,0.8063798872478525
100.0,l2,0.7703639757502015
100.0,l2,0.8026108464609901
0.1,l1,0.3916627391562944
0.1,l1,0.3949376230240937
0.1,l2,0.7275372726070272
0.1,l2,0.731239500920542
1.0,l1,0.7378031815990399
1.0,l1,0.7439993875763687
1.0,l2,0.8055107516996071
1.0,l2,0.7984850247222112
10.0,l1,0.7916331531018088
10.0,l1,0.8054936485234686
10.0,l2,0.816751999854322
10.0,l2,0.8054936485234686
100.0,l1,0.7663851844690142
100.0,l1,0.8054936485234686
100.0,l2,0.8163929087736669
100.0,l2,0.8054936485234686
0.1,l1,0.3612145297487739
0.1,l1,0.3465063291248082
0.1,l2,0.7179613682773911
0.1,l2,0.7179613682773911
1.0,l1,0.7230317887356956
1.0,l1,0.7312723556685315
1.0,l2,0.7844969495672319
1.0,l2,0.7670621747821162
10.0,l1,0.7122942077603766
10.0,l1,0.7669246324603691
10.0,l2,0.7635879613691465
10.0,l2,0.774103283036875
100.0,l1,0.7164692752309593
100.0,l1,0.7739091961532573
100.0,l2,0.7528413442174177
100.0,l2,0.7739091961532573
0.1,l1,0.0866859209755352
0.1,l1,0.277583552990621
0.1,l2,0.7277930353496667
0.1,l2,0.7277930353496667
1.0,l1,0.7086329295828697
1.0,l1,0.7117990750799489
1.0,l2,0.8043855629474018
1.0,l2,0.8043855629474018
10.0,l1,0.7827376094988203
10.0,l1,0.8000479081409543
10.0,l2,0.8229660831747584
10.0,l2,0.7997069886046485
100.0,l1,0.8066347822970806
100.0,l1,0.8032131489606178
100.0,l2,0.8047996969125272
100.0,l2,0.8032131489606178
0.1,l1,0.0
0.1,l1,0.0
0.1,l2,0.6141650677057277
0.1,l2,0.6114141119298823
1.0,l1,0.6283419125406541
1.0,l1,0.6388219611075889
1.0,l2,0.6990254114622261
1.0,l2,0.6989853268183724
10.0,l1,0.7310655155338316
10.0,l1,0.6909326782448947
10.0,l2,0.7148097550249053
10.0,l2,0.7110212662793743
100.0,l1,0.7193283190365786
100.0,l1,0.7261414715852064
100.0,l2,0.745530565935317
100.0,l2,0.7222491815984545
0.1,l1,0.0
0.1,l1,0.0
0.1,l2,0.5945528691519956
0.1,l2,0.5925970029030513
1.0,l1,0.6132221203353435
1.0,l1,0.6036164744676171
1.0,l2,0.7002471648300481
1.0,l2,0.6661804768552899
10.0,l1,0.726562267841234
10.0,l1,0.743571004602577
10.0,l2,0.7430531655869869
10.0,l2,0.7277178009495499
100.0,l1,0.7092778569164025
100.0,l1,0.7531943242890893
100.0,l2,0.7573129947382478
100.0,l2,0.7531943242890893
0.1,l1,0.4414236187472709
0.1,l1,0.3837776162343593
0.1,l2,0.5489425671720986
0.1,l2,0.5310542958097717
1.0,l1,0.5644935379831136
1.0,l1,0.5711528969387983
1.0,l2,0.6629434139565477
1.0,l2,0.6589858319597962
10.0,l1,0.7062647956825957
10.0,l1,0.701308936466589
10.0,l2,0.7155343320765838
10.0,l2,0.6979013039270459
100.0,l1,0.6900531848660374
100.0,l1,0.7120245489699508
100.0,l2,0.7487937525342886
100.0,l2,0.7085157770401261
0.1,l1,0.0
0.1,l1,0.0
0.1,l2,0.8332791921474725
0.1,l2,0.8332791921474725
1.0,l1,0.7931979874316278
1.0,l1,0.790004243859367
1.0,l2,0.8577657455919325
1.0,l2,0.8577657455919325
10.0,l1,0.8460039621569958
10.0,l1,0.8539083686789702
10.0,l2,0.8728329174882529
10.0,l2,0.8650939450292935
100.0,l1,0.861731734652991
100.0,l1,0.8650939450292935
100.0,l2,0.8768443830041356
100.0,l2,0.8650939450292935
0.1,l1,0.4273278692940723
0.1,l1,0.427669556081716
0.1,l2,0.7939737558345048
0.1,l2,0.7939737558345048
1.0,l1,0.7810918919503665
1.0,l1,0.7853696539067915
1.0,l2,0.8757502667269659
1.0,l2,0.8453274763689766
10.0,l1,0.8470091936857586
10.0,l1,0.8461121841111925
10.0,l2,0.8623809961239193
10.0,l2,0.8570845160479961
100.0,l1,0.858083528260287
100.0,l1,0.8570845160479961
100.0,l2,0.8700175245874309
100.0,l2,0.8570845160479961
0.1,l1,0.2917479722838221
0.1,l1,0.2717602578705519
0.1,l2,0.7374874111062145
0.1,l2,0.7374874111062145
1.0,l1,0.7541838857369408
1.0,l1,0.7214892602683586
1.0,l2,0.8152042298278239
1.0,l2,0.804105515325476
10.0,l1,0.7982264183808703
10.0,l1,0.8073936451781618
10.0,l2,0.7938917363844216
10.0,l2,0.8151946213607969
100.0,l1,0.7722033568890326
100.0,l1,0.8112462992102267
100.0,l2,0.7905667550992934
100.0,l2,0.8151946213607969
0.1,l1,0.4244662723138702
0.1,l1,0.3943503344686718
0.1,l2,0.6383932710811216
0.1,l2,0.6347138907434389
1.0,l1,0.673588441423969
1.0,l1,0.6570787935977457
1.0,l2,0.7540725199773729
1.0,l2,0.7473151518351921
10.0,l1,0.7339183950382291
10.0,l1,0.7745967190707466
10.0,l2,0.7732429873759218
10.0,l2,0.7809563558476511
100.0,l1,0.7457083641905161
100.0,l1,0.7805533632246184
100.0,l2,0.7654972429668507
100.0,l2,0.7771953349083062
0.1,l1,0.0
0.1,l1,0.0
0.1,l2,0.5839249679787851
0.1,l2,0.5777810429941621
1.0,l1,0.6010988774064207
1.0,l1,0.5997693226197114
1.0,l2,0.673840364949237
1.0,l2,0.6807371888775636
10.0,l1,0.7271947128184119
10.0,l1,0.7247055788053747
10.0,l2,0.7361321961590633
10.0,l2,0.7315881498350633
100.0,l1,0.6923938296754046
100.0,l1,0.7314260289423398
100.0,l2,0.7466878602568446
100.0,l2,0.7352240579788727
0.1,l1,0.4809536332972805
0.1,l1,0.4824469174698317
0.1,l2,0.5233061071401455
0.1,l2,0.5208668023461858
1.0,l1,0.5706490697411803
1.0,l1,0.5740528545847496
1.0,l2,0.6353828102594675
1.0,l2,0.6320559342484317
10.0,l1,0.6809011170750654
10.0,l1,0.6882270848459193
10.0,l2,0.7034420476839263
10.0,l2,0.7096854649702273
100.0,l1,0.6912666711790092
100.0,l1,0.713403934591456
100.0,l2,0.7097788812926507
100.0,l2,0.7099797472478534
0.1,l1,0.0
0.1,l1,-0.026069362295335
0.1,l2,0.6408378052446796
0.1,l2,0.6408378052446796
1.0,l1,0.6496724162572616
1.0,l1,0.6303784855704961
1.0,l2,0.707481971218844
1.0,l2,0.7036391990560339
10.0,l1,0.7656295343703018
10.0,l1,0.7466487760819112
10.0,l2,0.7738230327259682
10.0,l2,0.7463805442204242
100.0,l1,0.7319447894361593
100.0,l1,0.7465638908992899
100.0,l2,0.7809632609796908
100.0,l2,0.7389015794595846
0.1,l1,0.0
0.1,l1,0.0
0.1,l2,0.6138303116310484
0.1,l2,0.6196794447506884
1.0,l1,0.6023654213988946
1.0,l1,0.606499930017163
1.0,l2,0.7059733865102382
1.0,l2,0.6976051354221876
10.0,l1,0.6982590273986202
10.0,l1,0.7008815524582145
10.0,l2,0.7162481549483972
10.0,l2,0.7203357666627549
100.0,l1,0.711812826735439
100.0,l1,0.7278301204345017
100.0,l2,0.7590218679572651
100.0,l2,0.7195638501706747
0.1,l1,0.0
0.1,l1,-0.034635654913278
0.1,l2,0.4916947877351091
0.1,l2,0.4925877194158746
1.0,l1,0.5840266650530729
1.0,l1,0.571919467912025
1.0,l2,0.6953539700741669
1.0,l2,0.6910874967147322
10.0,l1,0.701150834279641
10.0,l1,0.6998335085871616
10.0,l2,0.6991841344293249
10.0,l2,0.6991116436630407
100.0,l1,0.689605566230716
100.0,l1,0.6991116436630407
100.0,l2,0.7314864251475393
100.0,l2,0.6991116436630407
0.1,l1,0.3975504139924382
0.1,l1,0.3875278520201944
0.1,l2,0.7181803191151832
0.1,l2,0.7181803191151832
1.0,l1,0.7271210952946318
1.0,l1,0.7140488155668382
1.0,l2,0.7982942899021561
1.0,l2,0.7841266569792463
10.0,l1,0.7992197440270074
10.0,l1,0.7878659262295977
10.0,l2,0.7980356828659229
10.0,l2,0.787677015087976
100.0,l1,0.7705219682015056
100.0,l1,0.787677015087976
100.0,l2,0.7981587305898014
100.0,l2,0.787677015087976
0.1,l1,0.3555694582574368
0.1,l1,0.3340246863808999
0.1,l2,0.5163354297375559
0.1,l2,0.5232040972267236
1.0,l1,0.5444089466112475
1.0,l1,0.5376947472742856
1.0,l2,0.6441696215023102
1.0,l2,0.6441696215023102
10.0,l1,0.7263282452529755
10.0,l1,0.7229626867218318
10.0,l2,0.741386452436562
10.0,l2,0.7412604202719645
100.0,l1,0.7327699451160951
100.0,l1,0.7552084469357391
100.0,l2,0.7508781025463109
100.0,l2,0.758756523530075
0.1,l1,0.0
0.1,l1,0.0
0.1,l2,0.6363002864023245
0.1,l2,0.6500862959266931
1.0,l1,0.6656523727524927
1.0,l1,0.6620882657370069
1.0,l2,0.7664090259753871
1.0,l2,0.7668885303913126
10.0,l1,0.7727763385885693
10.0,l1,0.8114969173137467
10.0,l2,0.8165981247174738
10.0,l2,0.8165981247174738
100.0,l1,0.7813129051725041
100.0,l1,0.8038541286807991
100.0,l2,0.8154562046073026
100.0,l2,0.8038541286807991
0.1,l1,0.0
0.1,l1,0.0
0.1,l2,0.4897391957535236
0.1,l2,0.493789527344999
1.0,l1,0.7151603264558464
1.0,l1,0.7113388309435384
1.0,l2,0.7822993081839517
1.0,l2,0.7771945784996575
10.0,l1,0.8533275517885499
10.0,l1,0.8008496351401199
10.0,l2,0.8591901771622797
10.0,l2,0.8137669651337045
100.0,l1,0.8478702318970666
100.0,l1,0.8238698612852146
100.0,l2,0.8690063076330183
100.0,l2,0.8238698612852146
0.1,l1,0.2383673760310686
0.1,l1,0.2794903279176212
0.1,l2,0.7441779296201201
0.1,l2,0.7441779296201201
1.0,l1,0.7052574738301904
1.0,l1,0.7155987633975602
1.0,l2,0.7864886262994935
1.0,l2,0.7864886262994935
10.0,l1,0.7594472114709399
