,svm,rf,knn,lr,mlp
svm,1.0,3.594230234699086e-17,2.5366651791605047e-54,3.0305386885157934e-67,3.0305386885157934e-67
rf,3.594230234698039e-17,1.0,6.6748875643744425e-16,6.81393563821867e-17,6.81393563821867e-17
knn,2.536665179160576e-54,6.674887564374964e-16,1.0,2.757348124539852e-52,2.757348124539852e-52
lr,3.030538688514502e-67,6.813935638219444e-17,2.757348124538754e-52,1.0,1.1298453334666658e-64
mlp,3.030538688514502e-67,6.813935638219444e-17,2.757348124538754e-52,1.1298453334666658e-64,1.0
