mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_Sensitivity,split1_test_Sensitivity,split2_test_Sensitivity,split3_test_Sensitivity,split4_test_Sensitivity,mean_test_Sensitivity,std_test_Sensitivity,rank_test_Sensitivity,split0_train_Sensitivity,split1_train_Sensitivity,split2_train_Sensitivity,split3_train_Sensitivity,split4_train_Sensitivity,mean_train_Sensitivity,std_train_Sensitivity,split0_test_Specificity,split1_test_Specificity,split2_test_Specificity,split3_test_Specificity,split4_test_Specificity,mean_test_Specificity,std_test_Specificity,rank_test_Specificity,split0_train_Specificity,split1_train_Specificity,split2_train_Specificity,split3_train_Specificity,split4_train_Specificity,mean_train_Specificity,std_train_Specificity,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,split4_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_train_Accuracy,split1_train_Accuracy,split2_train_Accuracy,split3_train_Accuracy,split4_train_Accuracy,mean_train_Accuracy,std_train_Accuracy,split0_test_MCC,split1_test_MCC,split2_test_MCC,split3_test_MCC,split4_test_MCC,mean_test_MCC,std_test_MCC,rank_test_MCC,split0_train_MCC,split1_train_MCC,split2_train_MCC,split3_train_MCC,split4_train_MCC,mean_train_MCC,std_train_MCC
0.221511173248291,0.002161649589176936,0.006931114196777344,0.0002509065926209581,5,2,50,"{'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 50}",0.8775510204081632,0.8333333333333334,0.7291666666666666,0.75,0.75,0.7880102040816326,0.05731292517006803,18,0.9895833333333334,0.9896373056994818,1.0,1.0,0.9948186528497409,0.9948078583765113,0.0046464408467150435,0.8928571428571429,0.9464285714285714,0.9285714285714286,0.8928571428571429,0.9107142857142857,0.9142857142857144,0.020824828195876048,23,0.9955357142857143,1.0,1.0,1.0,1.0,0.9991071428571429,0.0017857142857142794,0.8857142857142857,0.8942307692307693,0.8365384615384616,0.8269230769230769,0.8365384615384616,0.855989010989011,0.028098043710891717,24,0.9927884615384616,0.9952038369304557,1.0,1.0,0.9976019184652278,0.997118843386829,0.002801961636826234,0.7704081632653061,0.7893643360604823,0.6772962119561564,0.6531435102866939,0.6740096680955291,0.7128443779328335,0.05568643239392339,25,0.9854972057360909,0.9903935851148544,1.0,1.0,0.9951870359961755,0.9942155653694241,0.005629928080036309
0.4387656211853027,0.0011979495625107626,0.01108088493347168,0.0008470517159347895,5,2,100,"{'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 100}",0.8775510204081632,0.8125,0.7291666666666666,0.75,0.75,0.7838435374149659,0.05455752095018697,21,0.984375,0.9948186528497409,0.9948186528497409,1.0,1.0,0.9948024611398963,0.005705458624362445,0.8928571428571429,0.9285714285714286,0.9464285714285714,0.875,0.9464285714285714,0.9178571428571429,0.029014422873699843,21,0.9955357142857143,0.9955357142857143,1.0,1.0,0.9955357142857143,0.9973214285714287,0.002187044413199258,0.8857142857142857,0.875,0.8461538461538461,0.8173076923076923,0.8557692307692307,0.855989010989011,0.02382449515215214,24,0.9903846153846154,0.9952038369304557,0.9976019184652278,1.0,0.9976019184652278,0.9961584578491053,0.003261078383012724,0.7704081632653061,0.7501974033551911,0.6994190322031816,0.6326966052393178,0.7171371656006361,0.7139716739327266,0.047591632269344146,23,0.9806863031187694,0.9903543671354552,0.9951870359961755,1.0,0.9951904776938377,0.9922836367888476,0.0065519759135865795
0.882817554473877,0.00928852513874921,0.019190406799316405,0.0009644650402888416,5,2,200,"{'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 200}",0.8775510204081632,0.7916666666666666,0.75,0.75,0.7291666666666666,0.7796768707482993,0.05298267341121293,24,0.9947916666666666,1.0,1.0,1.0,1.0,0.9989583333333332,0.002083333333333348,0.8928571428571429,0.9642857142857143,0.9464285714285714,0.875,0.9464285714285714,0.925,0.03462628469583091,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8857142857142857,0.8846153846153846,0.8557692307692307,0.8173076923076923,0.8461538461538461,0.8579120879120878,0.0256030985852691,20,0.9975961538461539,1.0,1.0,1.0,1.0,0.9995192307692307,0.0009615384615384581,0.7704081632653061,0.7746206829028982,0.7171371656006361,0.6326966052393178,0.6994190322031816,0.718856329842268,0.05209897659341045,20,0.9951735378165812,1.0,1.0,1.0,1.0,0.9990347075633164,0.0019305848733675026
0.21938886642456054,0.000812060506750547,0.0068584918975830075,0.00030762304354147753,5,5,50,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 50}",0.8775510204081632,0.8125,0.7291666666666666,0.7291666666666666,0.7291666666666666,0.7755102040816325,0.0603717542880183,26,0.9895833333333334,0.9948186528497409,1.0,0.9896373056994818,0.9948186528497409,0.9937715889464596,0.0038889477480186867,0.8571428571428571,0.9285714285714286,0.875,0.9107142857142857,0.9107142857142857,0.8964285714285714,0.026244532958391215,27,0.9955357142857143,0.9955357142857143,1.0,1.0,0.9955357142857143,0.9973214285714287,0.002187044413199258,0.8666666666666667,0.875,0.8076923076923077,0.8269230769230769,0.8269230769230769,0.8406410256410256,0.025767636128744522,27,0.9927884615384616,0.9952038369304557,1.0,0.9952038369304557,0.9952038369304557,0.9956799944659658,0.0023538729141904234,0.7333587976225691,0.7501974033551911,0.6138339471675874,0.6556828615122957,0.6556828615122957,0.6817511742339879,0.05161413887963405,27,0.9854972057360909,0.9903543671354552,1.0,0.9903935851148544,0.9903543671354552,0.9913199050243712,0.0047322398754143504
0.43686418533325194,0.001917400477126455,0.011027383804321288,0.0002768796912492756,5,5,100,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.8775510204081632,0.7916666666666666,0.75,0.75,0.75,0.7838435374149659,0.0495549165966078,21,0.9895833333333334,1.0,0.9948186528497409,0.9948186528497409,1.0,0.9958441278065632,0.0038946962034676572,0.8571428571428571,0.9107142857142857,0.9464285714285714,0.9107142857142857,0.9285714285714286,0.9107142857142858,0.029880715233359854,24,0.9910714285714286,1.0,1.0,1.0,0.9955357142857143,0.9973214285714287,0.0035714285714285587,0.8666666666666667,0.8557692307692307,0.8557692307692307,0.8365384615384616,0.8461538461538461,0.8521794871794872,0.010164653663033226,26,0.9903846153846154,1.0,0.9976019184652278,0.9976019184652278,0.9976019184652278,0.9966380741560599,0.0032617565679631732,0.7333587976225691,0.7110304706499001,0.7171371656006361,0.6740096680955291,0.6953288019758299,0.7061729807888929,0.020174003523301072,26,0.9806547619047619,1.0,0.9951870359961755,0.9951870359961755,0.9951904776938377,0.9932438623181901,0.006564632585320968
0.8775464534759522,0.012811452839563874,0.0189389705657959,0.0009793880775671741,5,5,200,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 200}",0.8979591836734694,0.7708333333333334,0.7291666666666666,0.75,0.7291666666666666,0.7754251700680272,0.06318513591298551,27,0.9947916666666666,1.0,1.0,1.0,0.9948186528497409,0.9979220639032814,0.002544955885369373,0.875,0.9642857142857143,0.9464285714285714,0.9107142857142857,0.9464285714285714,0.9285714285714285,0.031943828249996996,12,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8857142857142857,0.875,0.8461538461538461,0.8365384615384616,0.8461538461538461,0.8579120879120878,0.01896472169585749,20,0.9975961538461539,1.0,1.0,1.0,0.9976019184652278,0.9990396144622764,0.0011762286744874313,0.7715545683320779,0.7569781192451159,0.6994190322031816,0.6740096680955291,0.6994190322031816,0.7202760840158172,0.037382179729076,19,0.9951735378165812,1.0,1.0,1.0,0.9951870359961755,0.9980721147625514,0.0023611714154723852
0.22210893630981446,0.003398705629315073,0.007052993774414063,0.00036353342548450145,5,10,50,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 50}",0.8775510204081632,0.8541666666666666,0.6875,0.7291666666666666,0.75,0.7796768707482993,0.07356174514287923,24,0.96875,0.9896373056994818,0.9896373056994818,0.9740932642487047,0.9896373056994818,0.98235103626943,0.009082380227347319,0.8928571428571429,0.9642857142857143,0.9285714285714286,0.9107142857142857,0.9642857142857143,0.9321428571428572,0.028571428571428567,6,0.9955357142857143,0.9910714285714286,1.0,1.0,1.0,0.9973214285714285,0.003571428571428559,0.8857142857142857,0.9134615384615384,0.8173076923076923,0.8269230769230769,0.8653846153846154,0.8617582417582416,0.03591549407495308,16,0.9831730769230769,0.9904076738609112,0.9952038369304557,0.988009592326139,0.9952038369304557,0.9903996033942077,0.004562811033069358,0.7704081632653061,0.8285312687657733,0.6415159177578547,0.6556828615122957,0.7394738666465356,0.7271224155895532,0.07034493891580851,16,0.9663663789178071,0.9807087342709104,0.9903935851148544,0.9761274775179444,0.9903935851148544,0.9807979521872742,0.009102130992983713
0.43711018562316895,0.005929597691035525,0.010634040832519532,0.0004165803608206405,5,10,100,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.8775510204081632,0.8541666666666666,0.7291666666666666,0.7291666666666666,0.7708333333333334,0.7921768707482993,0.0624941572538549,12,0.9791666666666666,0.9896373056994818,0.9896373056994818,0.9896373056994818,0.9948186528497409,0.9885794473229705,0.005116352574309873,0.8571428571428571,0.9464285714285714,0.9464285714285714,0.8928571428571429,0.9464285714285714,0.9178571428571429,0.03677010764638214,21,0.9910714285714286,1.0,1.0,1.0,0.9955357142857143,0.9973214285714287,0.0035714285714285587,0.8666666666666667,0.9038461538461539,0.8461538461538461,0.8173076923076923,0.8653846153846154,0.8598717948717948,0.028320277767129406,17,0.9855769230769231,0.9952038369304557,0.9952038369304557,0.9952038369304557,0.9952038369304557,0.9932784541597492,0.003850765541413015,0.7333587976225691,0.8078405915503513,0.6994190322031816,0.6345406334773225,0.7349747424393641,0.7220267594585577,0.056258351737956985,17,0.9710060282967922,0.9903935851148544,0.9903935851148544,0.9903935851148544,0.9903543671354552,0.986508230155362,0.007751115811510541
0.8789541721343994,0.01510258336136389,0.018433046340942384,0.00044288863712119126,5,10,200,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 200}",0.8775510204081632,0.875,0.7708333333333334,0.75,0.75,0.8046768707482993,0.05895844233154452,4,0.9947916666666666,0.9896373056994818,0.9948186528497409,1.0,0.9896373056994818,0.9937769861830741,0.0038759374583795456,0.875,0.9642857142857143,0.9285714285714286,0.8928571428571429,0.9642857142857143,0.925,0.03642156795423417,14,0.9955357142857143,1.0,1.0,1.0,0.9955357142857143,0.9982142857142857,0.0021870444131992586,0.8761904761904762,0.9230769230769231,0.8557692307692307,0.8269230769230769,0.8653846153846154,0.8694688644688643,0.03141181021157101,6,0.9951923076923077,0.9952038369304557,0.9976019184652278,1.0,0.9928057553956835,0.9961607636967349,0.002446481515471356,0.7517296073704977,0.8468812149338254,0.7134787027137357,0.6531435102866939,0.7394738666465356,0.7409413803902576,0.062935606203437,8,0.9903273809523809,0.9903935851148544,0.9951870359961755,1.0,0.9855378313363354,0.9922891666799492,0.004916847744160435
0.2685844421386719,0.00688621421059135,0.007003116607666016,0.00030256113909141126,10,2,50,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 50}",0.8775510204081632,0.875,0.7291666666666666,0.7291666666666666,0.7291666666666666,0.7880102040816326,0.07207283547753648,18,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9107142857142857,0.9642857142857143,0.9107142857142857,0.875,0.9464285714285714,0.9214285714285714,0.031134992453861955,19,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8952380952380953,0.9230769230769231,0.8269230769230769,0.8076923076923077,0.8461538461538461,0.8598168498168498,0.04299336542313819,18,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7894168995868934,0.8468812149338254,0.6556828615122957,0.6138339471675874,0.6994190322031816,0.7210467910807568,0.08572464185544494,18,1.0,1.0,1.0,1.0,1.0,1.0,0.0
