,svm,rf,knn,lr,mlp
svm,1.0,1.5249843561170156e-23,3.134437664169121e-19,4.5540108333839617e-29,1.0999809410377696e-24
rf,1.5249843561170482e-23,1.0,3.8779891463602115e-18,1.7049654813517112e-22,6.429395578402514e-19
knn,3.1344376641691576e-19,3.877989146360207e-18,1.0,1.0403207430290143e-19,2.0704174250095496e-17
lr,4.5540108333839617e-29,1.704965481351686e-22,1.0403207430289925e-19,1.0,7.4615448449177475e-28
mlp,1.0999809410377571e-24,6.42939557840239e-19,2.0704174250095212e-17,7.461544844917641e-28,1.0
