,svm,rf,knn,lr,mlp
svm,1.0,8.215086686965894e-18,1.3200720055763126e-16,5.806584645253879e-25,1.0978193762744195e-27
rf,8.215086686965894e-18,1.0,7.404568914290345e-13,2.5263161737321275e-17,6.09953959903962e-16
knn,1.3200720055763223e-16,7.404568914290346e-13,1.0,1.791151053081753e-15,9.590944790947926e-15
lr,5.806584645253879e-25,2.526316173732127e-17,1.7911510530817523e-15,1.0,5.806584645253879e-25
mlp,1.0978193762744195e-27,6.099539599039536e-16,9.590944790947782e-15,5.806584645253879e-25,1.0
