,svm,rf,knn,lr,mlp
svm,1.0,5.02881110450492e-19,2.1672289809612024e-11,8.666535017279678e-25,1.6153960456587902e-24
rf,5.02881110450492e-19,1.0,2.7948009987538927e-09,1.4130631883328973e-17,5.02881110450492e-19
knn,2.1672289809612167e-11,2.7948009987539076e-09,1.0,1.3869557505558228e-10,2.1672289809612167e-11
lr,8.666535017279615e-25,1.4130631883328973e-17,1.386955750555814e-10,1.0,8.666535017279615e-25
mlp,1.6153960456587902e-24,5.02881110450492e-19,2.1672289809612024e-11,8.666535017279678e-25,1.0
