,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '98.00±0.00', 'Val': '70.00±11.00'}","{'Train': '100.00±0.00', 'Val': '20.00±3.00'}","{'Train': '74.00±2.00', 'Val': '61.00±5.00'}","{'Train': '90.00±1.00', 'Val': '66.00±4.00'}","{'Train': '100.00±0.00', 'Val': '69.00±5.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '99.00±1.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '99.00±0.00', 'Val': '98.00±1.00'}","{'Train': '100.00±0.00', 'Val': '99.00±0.00'}","{'Train': '100.00±0.00', 'Val': '99.00±0.00'}"
Accuracy,"{'Train': '100.00±0.00', 'Val': '96.00±0.00'}","{'Train': '100.00±0.00', 'Val': '94.00±0.00'}","{'Train': '97.00±0.00', 'Val': '95.00±1.00'}","{'Train': '99.00±0.00', 'Val': '96.00±0.00'}","{'Train': '100.00±0.00', 'Val': '97.00±0.00'}"
MCC,"{'Train': '0.99±0.00', 'Val': '0.74±0.04'}","{'Train': '1.00±0.00', 'Val': '0.41±0.03'}","{'Train': '0.77±0.02', 'Val': '0.62±0.06'}","{'Train': '0.95±0.01', 'Val': '0.71±0.02'}","{'Train': '1.00±0.00', 'Val': '0.75±0.01'}"
