,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '96.00±1.00', 'Val': '85.00±3.00'}","{'Train': '100.00±0.00', 'Val': '78.00±4.00'}","{'Train': '100.00±0.00', 'Val': '85.00±6.00'}","{'Train': '94.00±1.00', 'Val': '84.00±5.00'}","{'Train': '100.00±0.00', 'Val': '85.00±4.00'}"
Specificity,"{'Train': '99.00±0.00', 'Val': '90.00±3.00'}","{'Train': '100.00±0.00', 'Val': '87.00±5.00'}","{'Train': '100.00±0.00', 'Val': '79.00±3.00'}","{'Train': '97.00±1.00', 'Val': '88.00±3.00'}","{'Train': '100.00±0.00', 'Val': '90.00±4.00'}"
Accuracy,"{'Train': '97.00±0.00', 'Val': '87.00±2.00'}","{'Train': '100.00±0.00', 'Val': '82.00±4.00'}","{'Train': '100.00±0.00', 'Val': '82.00±4.00'}","{'Train': '95.00±1.00', 'Val': '86.00±2.00'}","{'Train': '100.00±0.00', 'Val': '88.00±1.00'}"
MCC,"{'Train': '0.95±0.01', 'Val': '0.75±0.04'}","{'Train': '1.00±0.00', 'Val': '0.65±0.08'}","{'Train': '1.00±0.00', 'Val': '0.64±0.08'}","{'Train': '0.91±0.02', 'Val': '0.71±0.05'}","{'Train': '1.00±0.00', 'Val': '0.76±0.03'}"
