,svm,rf,knn,lr,mlp
svm,1.0,1.4360092310137777e-20,1.3397261573797762e-12,3.6171134493882405e-26,3.6171134493882405e-26
rf,1.4360092310137982e-20,1.0,2.1430933723748342e-13,1.0591125021510136e-17,1.0591125021510136e-17
knn,1.3397261573797676e-12,2.14309337237482e-13,1.0,6.634618469377858e-13,6.634618469377858e-13
lr,3.6171134493882147e-26,1.0591125021510208e-17,6.634618469377875e-13,1.0,1.2733333561814823e-27
mlp,3.6171134493882147e-26,1.0591125021510208e-17,6.634618469377875e-13,1.2733333561814823e-27,1.0
