,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '100.00±0.00', 'Val': '94.00±3.00'}","{'Train': '100.00±0.00', 'Val': '88.00±5.00'}","{'Train': '100.00±0.00', 'Val': '95.00±3.00'}","{'Train': '100.00±0.00', 'Val': '95.00±2.00'}","{'Train': '100.00±0.00', 'Val': '94.00±3.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '92.00±5.00'}","{'Train': '100.00±0.00', 'Val': '95.00±6.00'}","{'Train': '100.00±0.00', 'Val': '84.00±5.00'}","{'Train': '100.00±0.00', 'Val': '93.00±4.00'}","{'Train': '100.00±0.00', 'Val': '94.00±4.00'}"
Accuracy,"{'Train': '100.00±0.00', 'Val': '93.00±2.00'}","{'Train': '100.00±0.00', 'Val': '91.00±3.00'}","{'Train': '100.00±0.00', 'Val': '89.00±3.00'}","{'Train': '100.00±0.00', 'Val': '94.00±2.00'}","{'Train': '100.00±0.00', 'Val': '94.00±3.00'}"
MCC,"{'Train': '1.00±0.00', 'Val': '0.86±0.05'}","{'Train': '1.00±0.00', 'Val': '0.83±0.06'}","{'Train': '1.00±0.00', 'Val': '0.79±0.05'}","{'Train': '1.00±0.00', 'Val': '0.88±0.05'}","{'Train': '1.00±0.00', 'Val': '0.87±0.06'}"
