,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '100.00±0.00', 'Val': '91.00±4.00'}","{'Train': '100.00±0.00', 'Val': '81.00±6.00'}","{'Train': '100.00±0.00', 'Val': '93.00±4.00'}","{'Train': '100.00±0.00', 'Val': '90.00±2.00'}","{'Train': '100.00±0.00', 'Val': '90.00±3.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '93.00±3.00'}","{'Train': '100.00±0.00', 'Val': '95.00±3.00'}","{'Train': '100.00±0.00', 'Val': '64.00±5.00'}","{'Train': '100.00±0.00', 'Val': '91.00±6.00'}","{'Train': '100.00±0.00', 'Val': '92.00±5.00'}"
Accuracy,"{'Train': '100.00±0.00', 'Val': '92.00±2.00'}","{'Train': '100.00±0.00', 'Val': '88.00±2.00'}","{'Train': '100.00±0.00', 'Val': '77.00±2.00'}","{'Train': '100.00±0.00', 'Val': '91.00±3.00'}","{'Train': '100.00±0.00', 'Val': '91.00±3.00'}"
MCC,"{'Train': '1.00±0.00', 'Val': '0.84±0.04'}","{'Train': '1.00±0.00', 'Val': '0.77±0.03'}","{'Train': '1.00±0.00', 'Val': '0.59±0.05'}","{'Train': '1.00±0.00', 'Val': '0.82±0.05'}","{'Train': '1.00±0.00', 'Val': '0.82±0.06'}"
