,svm,rf,knn,lr,mlp
svm,1.0,4.972043309115612e-16,6.119630182093023e-12,4.0704817170563143e-16,4.165711898013553e-19
rf,4.972043309115612e-16,1.0,2.6552623708156946e-09,7.290669947270087e-20,3.1766617945284516e-21
knn,6.119630182092965e-12,2.655262370815677e-09,1.0,4.842352950235621e-09,8.053483809904504e-11
lr,4.0704817170563143e-16,7.290669947270147e-20,4.842352950235667e-09,1.0,1.4048188657872178e-25
mlp,4.1657118980135235e-19,3.1766617945284287e-21,8.053483809904504e-11,1.404818865787208e-25,1.0
