,svm,rf,knn,lr,mlp
svm,1.0,2.975361987165875e-62,2.932856815924192e-60,6.709842228547429e-72,6.709842228547429e-72
rf,2.97536198716689e-62,1.0,1.084066114064584e-58,2.97536198716689e-62,2.97536198716689e-62
knn,2.932856815925192e-60,1.0840661140646146e-58,1.0,2.932856815925192e-60,2.932856815925192e-60
lr,6.709842228547429e-72,2.975361987165875e-62,2.932856815924192e-60,1.0,2.0466195603323738e-76
mlp,6.709842228547429e-72,2.975361987165875e-62,2.932856815924192e-60,2.0466195603323738e-76,1.0
