,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '100.00±0.00', 'Val': '81.00±3.00'}","{'Train': '100.00±0.00', 'Val': '78.00±6.00'}","{'Train': '100.00±0.00', 'Val': '91.00±3.00'}","{'Train': '100.00±0.00', 'Val': '85.00±5.00'}","{'Train': '100.00±0.00', 'Val': '85.00±6.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '90.00±3.00'}","{'Train': '100.00±0.00', 'Val': '93.00±3.00'}","{'Train': '100.00±0.00', 'Val': '53.00±4.00'}","{'Train': '100.00±0.00', 'Val': '84.00±3.00'}","{'Train': '100.00±0.00', 'Val': '86.00±2.00'}"
Accuracy,"{'Train': '100.00±0.00', 'Val': '86.00±2.00'}","{'Train': '100.00±0.00', 'Val': '86.00±2.00'}","{'Train': '100.00±0.00', 'Val': '71.00±2.00'}","{'Train': '100.00±0.00', 'Val': '85.00±2.00'}","{'Train': '100.00±0.00', 'Val': '86.00±2.00'}"
MCC,"{'Train': '1.00±0.00', 'Val': '0.72±0.04'}","{'Train': '1.00±0.00', 'Val': '0.73±0.05'}","{'Train': '1.00±0.00', 'Val': '0.47±0.04'}","{'Train': '1.00±0.00', 'Val': '0.70±0.05'}","{'Train': '1.00±0.00', 'Val': '0.71±0.05'}"
