Sensitivity,Specificity,Accuracy,MCC
0.7291666666666666,0.9838945827232797,0.9671682626538988,0.7273335229028035
0.6666666666666666,1.0,0.9781121751025992,0.8070977459877121
0.75,0.9970717423133236,0.9808481532147743,0.8335561586973051
0.8979591836734694,0.9706744868035191,0.9658002735978112,0.768553284862372
0.7291666666666666,1.0,0.9821917808219178,0.8458886321127917
