Sensitivity,Specificity,Accuracy,MCC
0.8771929824561403,0.9821428571428571,0.9292035398230089,0.8634027617005269
0.8571428571428571,0.875,0.8660714285714286,0.7322596170283204
0.8928571428571429,0.9107142857142857,0.9017857142857143,0.8036995796652298
0.8571428571428571,0.9107142857142857,0.8839285714285714,0.7689613559842405
0.8571428571428571,0.9285714285714286,0.8928571428571429,0.7877263614433762
