,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '100.00±0.00', 'Val': '84.00±4.00'}","{'Train': '99.00±1.00', 'Val': '68.00±9.00'}","{'Train': '100.00±0.00', 'Val': '80.00±5.00'}","{'Train': '98.00±1.00', 'Val': '80.00±8.00'}","{'Train': '100.00±0.00', 'Val': '83.00±6.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '99.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}"
Accuracy,"{'Train': '100.00±0.00', 'Val': '99.00±0.00'}","{'Train': '100.00±0.00', 'Val': '98.00±1.00'}","{'Train': '100.00±0.00', 'Val': '98.00±0.00'}","{'Train': '100.00±0.00', 'Val': '98.00±1.00'}","{'Train': '100.00±0.00', 'Val': '98.00±1.00'}"
MCC,"{'Train': '1.00±0.00', 'Val': '0.88±0.04'}","{'Train': '1.00±0.00', 'Val': '0.80±0.06'}","{'Train': '1.00±0.00', 'Val': '0.84±0.04'}","{'Train': '0.99±0.01', 'Val': '0.85±0.05'}","{'Train': '1.00±0.00', 'Val': '0.87±0.05'}"
