,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '99.00±1.00', 'Val': '89.00±4.00'}","{'Train': '100.00±0.00', 'Val': '78.00±5.00'}","{'Train': '100.00±0.00', 'Val': '88.00±3.00'}","{'Train': '98.00±1.00', 'Val': '87.00±4.00'}","{'Train': '100.00±0.00', 'Val': '88.00±3.00'}"
Specificity,"{'Train': '99.00±0.00', 'Val': '86.00±5.00'}","{'Train': '100.00±0.00', 'Val': '91.00±5.00'}","{'Train': '100.00±0.00', 'Val': '60.00±8.00'}","{'Train': '98.00±0.00', 'Val': '86.00±6.00'}","{'Train': '100.00±0.00', 'Val': '87.00±3.00'}"
Accuracy,"{'Train': '99.00±0.00', 'Val': '87.00±5.00'}","{'Train': '100.00±0.00', 'Val': '85.00±4.00'}","{'Train': '100.00±0.00', 'Val': '73.00±5.00'}","{'Train': '98.00±0.00', 'Val': '86.00±4.00'}","{'Train': '100.00±0.00', 'Val': '87.00±3.00'}"
MCC,"{'Train': '0.98±0.00', 'Val': '0.75±0.09'}","{'Train': '1.00±0.00', 'Val': '0.70±0.09'}","{'Train': '1.00±0.00', 'Val': '0.49±0.10'}","{'Train': '0.96±0.00', 'Val': '0.72±0.08'}","{'Train': '1.00±0.00', 'Val': '0.74±0.06'}"
