Sensitivity,Specificity,Accuracy,MCC
0.8775510204081632,0.9642857142857143,0.9238095238095239,0.8486684247915055
0.875,0.9464285714285714,0.9134615384615384,0.8265177298206184
0.9166666666666666,0.9107142857142857,0.9134615384615384,0.8263057330152185
0.9375,0.9642857142857143,0.9519230769230769,0.9032992018640922
0.8958333333333334,0.9642857142857143,0.9326923076923077,0.865447912746952
