,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '100.00±0.00', 'Val': '90.00±6.00'}","{'Train': '100.00±0.00', 'Val': '86.00±8.00'}","{'Train': '94.00±1.00', 'Val': '86.00±4.00'}","{'Train': '100.00±0.00', 'Val': '88.00±4.00'}","{'Train': '100.00±0.00', 'Val': '92.00±4.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '90.00±4.00'}","{'Train': '100.00±0.00', 'Val': '88.00±8.00'}","{'Train': '92.00±1.00', 'Val': '85.00±3.00'}","{'Train': '100.00±0.00', 'Val': '89.00±3.00'}","{'Train': '100.00±0.00', 'Val': '89.00±5.00'}"
Accuracy,"{'Train': '100.00±0.00', 'Val': '90.00±2.00'}","{'Train': '100.00±0.00', 'Val': '87.00±3.00'}","{'Train': '93.00±1.00', 'Val': '86.00±2.00'}","{'Train': '100.00±0.00', 'Val': '89.00±2.00'}","{'Train': '100.00±0.00', 'Val': '90.00±2.00'}"
MCC,"{'Train': '1.00±0.00', 'Val': '0.81±0.04'}","{'Train': '1.00±0.00', 'Val': '0.75±0.06'}","{'Train': '0.86±0.02', 'Val': '0.71±0.05'}","{'Train': '1.00±0.00', 'Val': '0.77±0.03'}","{'Train': '1.00±0.00', 'Val': '0.81±0.04'}"
