,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '97.00±1.00', 'Val': '85.00±5.00'}","{'Train': '97.00±1.00', 'Val': '61.00±3.00'}","{'Train': '100.00±0.00', 'Val': '75.00±6.00'}","{'Train': '99.00±0.00', 'Val': '82.00±5.00'}","{'Train': '100.00±0.00', 'Val': '82.00±6.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '99.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '99.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}"
Accuracy,"{'Train': '100.00±0.00', 'Val': '98.00±0.00'}","{'Train': '100.00±0.00', 'Val': '97.00±0.00'}","{'Train': '100.00±0.00', 'Val': '97.00±0.00'}","{'Train': '100.00±0.00', 'Val': '98.00±1.00'}","{'Train': '100.00±0.00', 'Val': '98.00±0.00'}"
MCC,"{'Train': '0.98±0.00', 'Val': '0.87±0.03'}","{'Train': '0.98±0.01', 'Val': '0.76±0.02'}","{'Train': '1.00±0.00', 'Val': '0.81±0.04'}","{'Train': '1.00±0.00', 'Val': '0.87±0.04'}","{'Train': '1.00±0.00', 'Val': '0.87±0.03'}"
