,svm,rf,knn,lr,mlp
svm,1.0,9.362861845388208e-83,9.362861845388208e-83,1.3688394510799422e-85,1.3688394510799422e-85
rf,9.362861845387675e-83,1.0,1.6719396152479172e-84,9.362861845387675e-83,9.362861845387675e-83
knn,9.362861845387675e-83,1.6719396152479172e-84,1.0,9.362861845387675e-83,9.362861845387675e-83
lr,1.3688394510799422e-85,9.362861845388208e-83,9.362861845388208e-83,1.0,1.3688394510799422e-85
mlp,1.3688394510799422e-85,9.362861845388208e-83,9.362861845388208e-83,1.3688394510799422e-85,1.0
