,svm,rf,knn,lr,mlp
svm,1.0,3.9839174922881535e-11,1.7183812550003256e-10,1.7558763775767335e-22,6.295649855707163e-26
rf,3.9839174922881974e-11,1.0,6.8278808238006974e-12,6.691774500461264e-14,3.944170187782646e-13
knn,1.718381255000345e-10,6.827880823800729e-12,1.0,5.783507754902323e-13,2.5063331627014315e-12
lr,1.755876377576709e-22,6.6917745004612e-14,5.783507754902249e-13,1.0,6.779496297752186e-26
mlp,6.295649855707206e-26,3.944170187782646e-13,2.5063331627014157e-12,6.779496297752186e-26,1.0
