,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '100.00±0.00', 'Val': '87.00±6.00'}","{'Train': '100.00±0.00', 'Val': '17.00±3.00'}","{'Train': '100.00±0.00', 'Val': '78.00±7.00'}","{'Train': '100.00±0.00', 'Val': '85.00±5.00'}","{'Train': '100.00±0.00', 'Val': '84.00±5.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '99.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '98.00±1.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}"
Accuracy,"{'Train': '100.00±0.00', 'Val': '99.00±1.00'}","{'Train': '100.00±0.00', 'Val': '95.00±0.00'}","{'Train': '100.00±0.00', 'Val': '96.00±0.00'}","{'Train': '100.00±0.00', 'Val': '99.00±0.00'}","{'Train': '100.00±0.00', 'Val': '99.00±0.00'}"
MCC,"{'Train': '1.00±0.00', 'Val': '0.88±0.05'}","{'Train': '1.00±0.00', 'Val': '0.40±0.03'}","{'Train': '1.00±0.00', 'Val': '0.72±0.03'}","{'Train': '1.00±0.00', 'Val': '0.89±0.03'}","{'Train': '1.00±0.00', 'Val': '0.88±0.03'}"
