,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '100.00±0.00', 'Val': '86.00±5.00'}","{'Train': '100.00±0.00', 'Val': '79.00±8.00'}","{'Train': '100.00±0.00', 'Val': '83.00±7.00'}","{'Train': '99.00±0.00', 'Val': '87.00±6.00'}","{'Train': '100.00±0.00', 'Val': '87.00±4.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '85.00±3.00'}","{'Train': '100.00±0.00', 'Val': '85.00±4.00'}","{'Train': '100.00±0.00', 'Val': '75.00±6.00'}","{'Train': '100.00±0.00', 'Val': '84.00±5.00'}","{'Train': '100.00±0.00', 'Val': '82.00±6.00'}"
Accuracy,"{'Train': '100.00±0.00', 'Val': '85.00±4.00'}","{'Train': '100.00±0.00', 'Val': '82.00±6.00'}","{'Train': '100.00±0.00', 'Val': '79.00±6.00'}","{'Train': '100.00±0.00', 'Val': '86.00±5.00'}","{'Train': '100.00±0.00', 'Val': '85.00±5.00'}"
MCC,"{'Train': '1.00±0.00', 'Val': '0.71±0.08'}","{'Train': '1.00±0.00', 'Val': '0.64±0.12'}","{'Train': '1.00±0.00', 'Val': '0.59±0.12'}","{'Train': '0.99±0.00', 'Val': '0.71±0.09'}","{'Train': '1.00±0.00', 'Val': '0.69±0.10'}"
