Sensitivity,Specificity,Accuracy,MCC
0.9583333333333334,0.9298245614035088,0.9428571428571428,0.8858942445011094
0.9591836734693877,0.875,0.9142857142857143,0.8326678014672919
0.9166666666666666,0.9821428571428571,0.9519230769230769,0.9043780956732854
0.9166666666666666,0.9464285714285714,0.9326923076923077,0.8645437905629925
0.9166666666666666,0.9464285714285714,0.9326923076923077,0.8645437905629925
