,svm,rf,knn,lr,mlp
svm,1.0,7.235603067104207e-19,2.753304352921767e-17,1.5920156174107063e-26,9.95009760881698e-28
rf,7.235603067104208e-19,1.0,2.6614295672841046e-15,1.847867139961349e-16,2.5263161737321275e-17
knn,2.753304352921749e-17,2.6614295672840817e-15,1.0,1.3211323619813715e-15,1.023401991056515e-16
lr,1.592015617410729e-26,1.84786713996134e-16,1.3211323619813898e-15,1.0,2.698331554933409e-29
mlp,9.950097608817123e-28,2.526316173732127e-17,1.0234019910565221e-16,2.698331554933409e-29,1.0
