,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '100.00±0.00', 'Val': '81.00±7.00'}","{'Train': '98.00±1.00', 'Val': '56.00±4.00'}","{'Train': '100.00±0.00', 'Val': '68.00±5.00'}","{'Train': '99.00±1.00', 'Val': '77.00±5.00'}","{'Train': '100.00±0.00', 'Val': '80.00±5.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '99.00±0.00'}"
Accuracy,"{'Train': '100.00±0.00', 'Val': '98.00±0.00'}","{'Train': '100.00±0.00', 'Val': '97.00±0.00'}","{'Train': '100.00±0.00', 'Val': '98.00±0.00'}","{'Train': '100.00±0.00', 'Val': '98.00±0.00'}","{'Train': '100.00±0.00', 'Val': '98.00±0.00'}"
MCC,"{'Train': '1.00±0.00', 'Val': '0.86±0.03'}","{'Train': '0.99±0.01', 'Val': '0.73±0.02'}","{'Train': '1.00±0.00', 'Val': '0.79±0.03'}","{'Train': '0.99±0.01', 'Val': '0.83±0.03'}","{'Train': '1.00±0.00', 'Val': '0.84±0.03'}"
