,svm,rf,knn,lr,mlp
svm,1.0,1.1759991188007261e-49,1.4966417477941233e-67,1.938321180151513e-73,1.1252953150376765e-75
rf,1.1759991188007261e-49,1.0,4.521202353186711e-49,8.850178822342735e-52,3.2239937138529326e-51
knn,1.4966417477944636e-67,4.521202353188575e-49,1.0,1.6691955762478873e-61,1.0742048780656927e-63
lr,1.9383211801521743e-73,8.85017882234613e-52,1.669195576248077e-61,1.0,3.125820319547328e-77
mlp,1.1252953150380604e-75,3.223993713854628e-51,1.074204878065845e-63,3.1258203195476834e-77,1.0
