Sensitivity,Specificity,Accuracy,MCC
0.7142857142857143,0.9912152269399708,0.9702300405953992,0.7727809892246587
0.75,0.9809663250366032,0.9634641407307172,0.7370421747370575
0.5357142857142857,0.9941434846266471,0.959404600811908,0.6693136096956923
0.7017543859649122,0.9926686217008798,0.9702300405953992,0.774760952709723
0.8928571428571429,0.9633431085043989,0.9579945799457995,0.750367742516963
