,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '100.00±0.00', 'Val': '85.00±2.00'}","{'Train': '100.00±0.00', 'Val': '80.00±6.00'}","{'Train': '94.00±1.00', 'Val': '90.00±3.00'}","{'Train': '93.00±1.00', 'Val': '88.00±5.00'}","{'Train': '100.00±0.00', 'Val': '88.00±3.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '93.00±3.00'}","{'Train': '100.00±0.00', 'Val': '91.00±3.00'}","{'Train': '83.00±2.00', 'Val': '69.00±4.00'}","{'Train': '95.00±0.00', 'Val': '89.00±5.00'}","{'Train': '100.00±0.00', 'Val': '88.00±6.00'}"
Accuracy,"{'Train': '100.00±0.00', 'Val': '89.00±2.00'}","{'Train': '100.00±0.00', 'Val': '86.00±3.00'}","{'Train': '88.00±1.00', 'Val': '79.00±3.00'}","{'Train': '94.00±1.00', 'Val': '88.00±4.00'}","{'Train': '100.00±0.00', 'Val': '88.00±3.00'}"
MCC,"{'Train': '1.00±0.00', 'Val': '0.79±0.04'}","{'Train': '1.00±0.00', 'Val': '0.72±0.06'}","{'Train': '0.76±0.02', 'Val': '0.60±0.06'}","{'Train': '0.89±0.02', 'Val': '0.76±0.09'}","{'Train': '1.00±0.00', 'Val': '0.76±0.06'}"
