mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,param_solver,params,split0_test_Sensitivity,split1_test_Sensitivity,split2_test_Sensitivity,split3_test_Sensitivity,split4_test_Sensitivity,mean_test_Sensitivity,std_test_Sensitivity,rank_test_Sensitivity,split0_train_Sensitivity,split1_train_Sensitivity,split2_train_Sensitivity,split3_train_Sensitivity,split4_train_Sensitivity,mean_train_Sensitivity,std_train_Sensitivity,split0_test_Specificity,split1_test_Specificity,split2_test_Specificity,split3_test_Specificity,split4_test_Specificity,mean_test_Specificity,std_test_Specificity,rank_test_Specificity,split0_train_Specificity,split1_train_Specificity,split2_train_Specificity,split3_train_Specificity,split4_train_Specificity,mean_train_Specificity,std_train_Specificity,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,split4_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_train_Accuracy,split1_train_Accuracy,split2_train_Accuracy,split3_train_Accuracy,split4_train_Accuracy,mean_train_Accuracy,std_train_Accuracy,split0_test_MCC,split1_test_MCC,split2_test_MCC,split3_test_MCC,split4_test_MCC,mean_test_MCC,std_test_MCC,rank_test_MCC,split0_train_MCC,split1_train_MCC,split2_train_MCC,split3_train_MCC,split4_train_MCC,mean_train_MCC,std_train_MCC
0.0417665958404541,0.006734333703697725,0.005214548110961914,0.0018231463555639547,0.1,l1,liblinear,"{'C': 0.1, 'penalty': 'l1', 'solver': 'liblinear'}",0.4489795918367347,0.3958333333333333,0.3333333333333333,0.3541666666666667,0.3958333333333333,0.38562925170068024,0.03986544743055629,16,0.3645833333333333,0.35233160621761656,0.46632124352331605,0.3471502590673575,0.47668393782383417,0.4014140759930915,0.05759973397212012,0.7321428571428571,0.7321428571428571,0.7857142857142857,0.8928571428571429,0.7678571428571429,0.7821428571428571,0.059117661990167346,15,0.7321428571428571,0.8035714285714286,0.7767857142857143,0.8839285714285714,0.7857142857142857,0.7964285714285714,0.0496800990830127,0.6,0.5769230769230769,0.5769230769230769,0.6442307692307693,0.5961538461538461,0.5988461538461538,0.02461538461538465,15,0.5625,0.5947242206235012,0.6330935251798561,0.6354916067146283,0.6426858513189448,0.6136990407673861,0.030570190438188788,0.18915116340217925,0.13600514313651463,0.13379797308309913,0.2967201362404795,0.17680592183156366,0.18649606753876724,0.05929033038410738,15,0.10403129732205987,0.1753873643969548,0.25668243467076657,0.27678901181958515,0.2770509551765153,0.21798821267717633,0.06818239535021632
0.6644114971160888,0.02466644232641332,0.005192899703979492,0.0015604296093586214,0.1,l1,saga,"{'C': 0.1, 'penalty': 'l1', 'solver': 'saga'}",0.46938775510204084,0.4583333333333333,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.4022108843537414,0.05892311083847686,15,0.390625,0.36787564766839376,0.47150259067357514,0.3626943005181347,0.46632124352331605,0.4118037564766839,0.04759425245187481,0.6964285714285714,0.7321428571428571,0.75,0.875,0.7142857142857143,0.7535714285714286,0.06328587552381912,16,0.7142857142857143,0.7633928571428571,0.7053571428571429,0.8169642857142857,0.7544642857142857,0.7508928571428571,0.039869845646010885,0.5904761904761905,0.6057692307692307,0.5576923076923077,0.625,0.5769230769230769,0.5911721611721612,0.023159527140093082,16,0.5649038461538461,0.580335731414868,0.5971223021582733,0.6067146282973621,0.6211031175059952,0.5940359251060691,0.019694067500599627,0.17034628596731172,0.1983430856835879,0.09169737405405025,0.2502458980341393,0.13722155123693863,0.16957083899520559,0.05375437025739885,16,0.1108784593461889,0.1431919322124259,0.18200994977512977,0.20268818737972874,0.2311558111769965,0.17398486797809393,0.04263196672042954
0.0852205753326416,0.019295190314211872,0.005633926391601563,0.001061765245067947,0.1,l2,liblinear,"{'C': 0.1, 'penalty': 'l2', 'solver': 'liblinear'}",0.8571428571428571,0.8541666666666666,0.75,0.75,0.75,0.7922619047619047,0.05176860691704498,13,0.8333333333333334,0.8290155440414507,0.8290155440414507,0.8290155440414507,0.8290155440414507,0.8298791018998273,0.0017271157167530582,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9464285714285714,0.9464285714285714,0.9357142857142856,0.008748177652797035,1,0.9642857142857143,0.9598214285714286,0.9642857142857143,0.9553571428571429,0.9508928571428571,0.9589285714285714,0.005206207048969034,0.8952380952380953,0.8942307692307693,0.8461538461538461,0.8557692307692307,0.8557692307692307,0.8694322344322345,0.02095780751469733,12,0.9038461538461539,0.8992805755395683,0.9016786570743405,0.8968824940047961,0.894484412470024,0.8992344585869765,0.00332681955301078,0.7900449135111086,0.787587546894285,0.6953288019758299,0.7171371656006361,0.7171371656006361,0.7414471187164992,0.03949564925738529,12,0.8103817627631204,0.8011627131862943,0.8064667981920083,0.7958884253669223,0.7906434064822383,0.8009086211981167,0.007089080401449963
0.5931902885437011,0.07084839592975992,0.0036448001861572265,0.000891887106514929,0.1,l2,saga,"{'C': 0.1, 'penalty': 'l2', 'solver': 'saga'}",0.8571428571428571,0.8541666666666666,0.75,0.75,0.75,0.7922619047619047,0.05176860691704498,13,0.8333333333333334,0.8290155440414507,0.8290155440414507,0.8290155440414507,0.8290155440414507,0.8298791018998273,0.0017271157167530582,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9464285714285714,0.9464285714285714,0.9357142857142856,0.008748177652797035,1,0.9642857142857143,0.9598214285714286,0.9642857142857143,0.9553571428571429,0.9508928571428571,0.9589285714285714,0.005206207048969034,0.8952380952380953,0.8942307692307693,0.8461538461538461,0.8557692307692307,0.8557692307692307,0.8694322344322345,0.02095780751469733,12,0.9038461538461539,0.8992805755395683,0.9016786570743405,0.8968824940047961,0.894484412470024,0.8992344585869765,0.00332681955301078,0.7900449135111086,0.787587546894285,0.6953288019758299,0.7171371656006361,0.7171371656006361,0.7414471187164992,0.03949564925738529,12,0.8103817627631204,0.8011627131862943,0.8064667981920083,0.7958884253669223,0.7906434064822383,0.8009086211981167,0.007089080401449963
0.11167588233947753,0.02255601870485277,0.0034810543060302735,0.00019525521526091532,1,l1,liblinear,"{'C': 1, 'penalty': 'l1', 'solver': 'liblinear'}",0.8571428571428571,0.8541666666666666,0.7916666666666666,0.7916666666666666,0.75,0.8089285714285713,0.041084366492231884,11,0.890625,0.9119170984455959,0.8963730569948186,0.9222797927461139,0.9067357512953368,0.9055861398963729,0.011214252463165139,0.8928571428571429,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9642857142857143,0.8857142857142858,0.04164965639175217,12,0.9508928571428571,0.9553571428571429,0.9508928571428571,0.9598214285714286,0.9375,0.9508928571428571,0.007470178808339974,0.8761904761904762,0.8557692307692307,0.8269230769230769,0.8269230769230769,0.8653846153846154,0.8502380952380953,0.020103316979889266,14,0.9230769230769231,0.935251798561151,0.9256594724220624,0.9424460431654677,0.9232613908872902,0.9299391256225789,0.007676521043624283,0.751095690869083,0.7103851445706375,0.6512368032325003,0.6512368032325003,0.7394738666465356,0.7006856617102514,0.042497423590701744,14,0.8456571731037162,0.869954721152372,0.8508157612684463,0.8843748138214121,0.8456060423306868,0.8592817023353267,0.015413638157265302
0.8474896907806396,0.03868576378781377,0.006029510498046875,0.0017816229760212086,1,l1,saga,"{'C': 1, 'penalty': 'l1', 'solver': 'saga'}",0.8367346938775511,0.8541666666666666,0.75,0.7708333333333334,0.75,0.7923469387755102,0.04436510616683039,12,0.84375,0.8393782383419689,0.8497409326424871,0.8341968911917098,0.8238341968911918,0.8381800518134714,0.008806623204046323,0.9285714285714286,0.9107142857142857,0.9107142857142857,0.9464285714285714,0.9821428571428571,0.9357142857142856,0.026726124191242425,1,0.9642857142857143,0.9642857142857143,0.9553571428571429,0.9553571428571429,0.9553571428571429,0.9589285714285716,0.004374088826398516,0.8857142857142857,0.8846153846153846,0.8365384615384616,0.8653846153846154,0.875,0.8694505494505496,0.018027840107984708,11,0.9086538461538461,0.9064748201438849,0.9064748201438849,0.8992805755395683,0.894484412470024,0.9030736948902416,0.005337357417474679,0.7715167498104596,0.7677424698658375,0.6740096680955291,0.7349747424393641,0.762381235596291,0.7421249731614962,0.03639029932115495,11,0.819432464230659,0.8154629150972678,0.8140923828591808,0.8004218061175289,0.791366365316644,0.808155186724256,0.010559354902075272
0.09655356407165527,0.02670412718767934,0.004651832580566406,0.0016008404984887885,1,l2,liblinear,"{'C': 1, 'penalty': 'l2', 'solver': 'liblinear'}",0.9387755102040817,0.8958333333333334,0.8958333333333334,0.875,0.8125,0.8835884353741497,0.04116507050028399,8,0.96875,0.9637305699481865,0.9844559585492227,0.9689119170984456,0.9792746113989638,0.9730246113989637,0.007632875751381853,0.9642857142857143,0.9107142857142857,0.8928571428571429,0.9285714285714286,0.9642857142857143,0.9321428571428572,0.028571428571428567,4,0.9776785714285714,0.9821428571428571,0.9776785714285714,0.9821428571428571,0.9821428571428571,0.9803571428571429,0.002187044413199258,0.9523809523809523,0.9038461538461539,0.8942307692307693,0.9038461538461539,0.8942307692307693,0.9097069597069597,0.021765994967962037,2,0.9735576923076923,0.973621103117506,0.9808153477218226,0.9760191846522782,0.9808153477218226,0.9769657351042242,0.003266077500574512,0.9043805257403245,0.8065476190476191,0.7876655368670248,0.80657769207695,0.792416771950149,0.8195176291364135,0.04309614041879004,2,0.9467918774141296,0.9469912350555995,0.9614897793798146,0.951781568941248,0.9614174685418209,0.9536943858665226,0.00658255100026609
0.5807791233062745,0.03634507749129145,0.004401588439941406,0.0009161590170277274,1,l2,saga,"{'C': 1, 'penalty': 'l2', 'solver': 'saga'}",0.8979591836734694,0.875,0.8958333333333334,0.875,0.8125,0.8712585034013607,0.030975499701350193,10,0.9479166666666666,0.9430051813471503,0.9378238341968912,0.9481865284974094,0.9378238341968912,0.9429512089810016,0.004574870442685347,0.9464285714285714,0.9285714285714286,0.875,0.9107142857142857,0.9642857142857143,0.925,0.030722590239437953,5,0.96875,0.9732142857142857,0.9598214285714286,0.9732142857142857,0.9642857142857143,0.9678571428571429,0.005206207048969,0.9238095238095239,0.9038461538461539,0.8846153846153846,0.8942307692307693,0.8942307692307693,0.9001465201465202,0.013302882548889235,7,0.9591346153846154,0.9592326139088729,0.9496402877697842,0.9616306954436451,0.9520383693045563,0.956335316362295,0.004638073082143438,0.8471709488038542,0.80657769207695,0.7691184628368658,0.7870329679607931,0.792416771950149,0.8004633687257225,0.026254940473575718,7,0.917787697618356,0.9181328216300764,0.8987060759758058,0.9228963529563422,0.9035737752999283,0.9122193446961017,0.009352310632091413
0.3877974510192871,0.09515892731039631,0.004750633239746093,0.0015527751211166416,10,l1,liblinear,"{'C': 10, 'penalty': 'l1', 'solver': 'liblinear'}",0.8979591836734694,0.9583333333333334,0.875,0.8958333333333334,0.8333333333333334,0.8920918367346939,0.040450100206200434,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9285714285714286,0.8928571428571429,0.8214285714285714,0.8392857142857143,0.9107142857142857,0.8785714285714287,0.04134227465282225,13,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9142857142857143,0.9230769230769231,0.8461538461538461,0.8653846153846154,0.875,0.8847802197802199,0.02932933888703902,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8277381083047037,0.8486684247915055,0.6943650748294136,0.7329409123199366,0.7486573639679515,0.7704739768427021,0.058430835930321404,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.026803207397461,0.03379362294719181,0.004105472564697265,0.0009470551330807942,10,l1,saga,"{'C': 10, 'penalty': 'l1', 'solver': 'saga'}",0.8979591836734694,0.875,0.8958333333333334,0.875,0.8333333333333334,0.8754251700680273,0.023222227093486356,9,0.9479166666666666,0.9481865284974094,0.9585492227979274,0.9585492227979274,0.9585492227979274,0.9543501727115716,0.00514347304672201,0.9464285714285714,0.9107142857142857,0.875,0.8928571428571429,0.9642857142857143,0.9178571428571429,0.03312006605534179,7,0.9642857142857143,0.9732142857142857,0.9598214285714286,0.9776785714285714,0.96875,0.96875,0.006313453403451295,0.9238095238095239,0.8942307692307693,0.8846153846153846,0.8846153846153846,0.9038461538461539,0.8982234432234433,0.014646244284980693,8,0.9567307692307693,0.9616306954436451,0.9592326139088729,0.9688249400479616,0.9640287769784173,0.9620895591219334,0.004152474997803951,0.8471709488038542,0.7870329679607931,0.7691184628368658,0.7678571428571429,0.8103817627631204,0.7963122570443553,0.029731662218453206,8,0.9129243793649288,0.9228963529563422,0.9180521744436079,0.9373342032396408,0.9276426033772945,0.9237699426763628,0.008367424234945789
