,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '92.00±1.00', 'Val': '88.00±3.00'}","{'Train': '100.00±0.00', 'Val': '86.00±6.00'}","{'Train': '100.00±0.00', 'Val': '88.00±5.00'}","{'Train': '95.00±0.00', 'Val': '88.00±2.00'}","{'Train': '100.00±0.00', 'Val': '90.00±2.00'}"
Specificity,"{'Train': '97.00±0.00', 'Val': '92.00±4.00'}","{'Train': '100.00±0.00', 'Val': '89.00±6.00'}","{'Train': '100.00±0.00', 'Val': '81.00±5.00'}","{'Train': '98.00±0.00', 'Val': '89.00±5.00'}","{'Train': '100.00±0.00', 'Val': '87.00±6.00'}"
Accuracy,"{'Train': '95.00±1.00', 'Val': '90.00±3.00'}","{'Train': '100.00±0.00', 'Val': '87.00±6.00'}","{'Train': '100.00±0.00', 'Val': '84.00±5.00'}","{'Train': '96.00±0.00', 'Val': '89.00±4.00'}","{'Train': '100.00±0.00', 'Val': '88.00±4.00'}"
MCC,"{'Train': '0.90±0.01', 'Val': '0.80±0.06'}","{'Train': '1.00±0.00', 'Val': '0.74±0.12'}","{'Train': '1.00±0.00', 'Val': '0.69±0.10'}","{'Train': '0.93±0.01', 'Val': '0.78±0.07'}","{'Train': '1.00±0.00', 'Val': '0.77±0.08'}"
