,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '99.00±0.00', 'Val': '92.00±3.00'}","{'Train': '100.00±0.00', 'Val': '82.00±4.00'}","{'Train': '97.00±1.00', 'Val': '95.00±3.00'}","{'Train': '100.00±0.00', 'Val': '92.00±4.00'}","{'Train': '100.00±0.00', 'Val': '91.00±3.00'}"
Specificity,"{'Train': '99.00±0.00', 'Val': '94.00±4.00'}","{'Train': '100.00±0.00', 'Val': '98.00±1.00'}","{'Train': '73.00±2.00', 'Val': '45.00±4.00'}","{'Train': '100.00±0.00', 'Val': '94.00±4.00'}","{'Train': '100.00±0.00', 'Val': '94.00±4.00'}"
Accuracy,"{'Train': '99.00±0.00', 'Val': '93.00±4.00'}","{'Train': '100.00±0.00', 'Val': '91.00±2.00'}","{'Train': '84.00±1.00', 'Val': '68.00±4.00'}","{'Train': '100.00±0.00', 'Val': '93.00±4.00'}","{'Train': '100.00±0.00', 'Val': '93.00±3.00'}"
MCC,"{'Train': '0.98±0.00', 'Val': '0.86±0.07'}","{'Train': '1.00±0.00', 'Val': '0.82±0.05'}","{'Train': '0.71±0.02', 'Val': '0.45±0.07'}","{'Train': '1.00±0.00', 'Val': '0.87±0.08'}","{'Train': '1.00±0.00', 'Val': '0.85±0.07'}"
