,svm,rf,knn,lr,mlp
svm,1.0,1.6818709178940165e-18,1.1011112130292745e-12,2.6879066532248885e-27,4.813899899946827e-29
rf,1.681870917894017e-18,1.0,2.814584803608427e-13,2.3629162697114705e-20,2.2195010246408758e-21
knn,1.1011112130292728e-12,2.814584803608425e-13,1.0,6.212440965958193e-15,2.7315738382155554e-14
lr,2.68790665322485e-27,2.3629162697114705e-20,6.212440965958196e-15,1.0,7.891639180240641e-32
mlp,4.813899899946827e-29,2.219501024640875e-21,2.731573838215536e-14,7.891639180240641e-32,1.0
