,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '100.00±0.00', 'Val': '90.00±3.00'}","{'Train': '100.00±0.00', 'Val': '83.00±3.00'}","{'Train': '100.00±0.00', 'Val': '94.00±4.00'}","{'Train': '100.00±0.00', 'Val': '93.00±1.00'}","{'Train': '100.00±0.00', 'Val': '93.00±2.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '96.00±2.00'}","{'Train': '100.00±0.00', 'Val': '96.00±3.00'}","{'Train': '100.00±0.00', 'Val': '64.00±7.00'}","{'Train': '100.00±0.00', 'Val': '93.00±3.00'}","{'Train': '100.00±0.00', 'Val': '94.00±3.00'}"
Accuracy,"{'Train': '100.00±0.00', 'Val': '94.00±1.00'}","{'Train': '100.00±0.00', 'Val': '90.00±2.00'}","{'Train': '100.00±0.00', 'Val': '78.00±3.00'}","{'Train': '100.00±0.00', 'Val': '93.00±2.00'}","{'Train': '100.00±0.00', 'Val': '93.00±1.00'}"
MCC,"{'Train': '1.00±0.00', 'Val': '0.87±0.03'}","{'Train': '1.00±0.00', 'Val': '0.80±0.03'}","{'Train': '1.00±0.00', 'Val': '0.60±0.05'}","{'Train': '1.00±0.00', 'Val': '0.86±0.04'}","{'Train': '1.00±0.00', 'Val': '0.86±0.03'}"
