,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '100.00±0.00', 'Val': '88.00±2.00'}","{'Train': '100.00±0.00', 'Val': '80.00±3.00'}","{'Train': '100.00±0.00', 'Val': '86.00±2.00'}","{'Train': '99.00±0.00', 'Val': '86.00±2.00'}","{'Train': '100.00±0.00', 'Val': '89.00±3.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '90.00±3.00'}","{'Train': '100.00±0.00', 'Val': '90.00±5.00'}","{'Train': '100.00±0.00', 'Val': '72.00±4.00'}","{'Train': '99.00±0.00', 'Val': '90.00±3.00'}","{'Train': '100.00±0.00', 'Val': '89.00±5.00'}"
Accuracy,"{'Train': '100.00±0.00', 'Val': '89.00±2.00'}","{'Train': '100.00±0.00', 'Val': '85.00±3.00'}","{'Train': '100.00±0.00', 'Val': '79.00±3.00'}","{'Train': '99.00±0.00', 'Val': '88.00±2.00'}","{'Train': '100.00±0.00', 'Val': '89.00±3.00'}"
MCC,"{'Train': '1.00±0.00', 'Val': '0.79±0.04'}","{'Train': '1.00±0.00', 'Val': '0.70±0.06'}","{'Train': '1.00±0.00', 'Val': '0.59±0.06'}","{'Train': '0.99±0.01', 'Val': '0.76±0.04'}","{'Train': '1.00±0.00', 'Val': '0.78±0.07'}"
