,svm,rf,knn,lr,mlp
Sensitivity,"{'Train': '100.00±0.00', 'Val': '81.00±6.00'}","{'Train': '100.00±0.00', 'Val': '36.00±5.00'}","{'Train': '100.00±0.00', 'Val': '82.00±6.00'}","{'Train': '100.00±0.00', 'Val': '84.00±5.00'}","{'Train': '100.00±0.00', 'Val': '85.00±5.00'}"
Specificity,"{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '100.00±0.00'}","{'Train': '100.00±0.00', 'Val': '98.00±0.00'}","{'Train': '100.00±0.00', 'Val': '99.00±0.00'}","{'Train': '100.00±0.00', 'Val': '99.00±0.00'}"
Accuracy,"{'Train': '100.00±0.00', 'Val': '99.00±0.00'}","{'Train': '100.00±0.00', 'Val': '96.00±0.00'}","{'Train': '100.00±0.00', 'Val': '97.00±0.00'}","{'Train': '100.00±0.00', 'Val': '98.00±0.00'}","{'Train': '100.00±0.00', 'Val': '98.00±0.00'}"
MCC,"{'Train': '1.00±0.00', 'Val': '0.88±0.03'}","{'Train': '1.00±0.00', 'Val': '0.59±0.04'}","{'Train': '1.00±0.00', 'Val': '0.78±0.03'}","{'Train': '1.00±0.00', 'Val': '0.83±0.04'}","{'Train': '1.00±0.00', 'Val': '0.85±0.04'}"
