,svm,rf,knn,lr,mlp
svm,1.0,2.1887037075971555e-21,5.2501183340100345e-15,8.35693022630775e-27,3.2937814586628496e-27
rf,2.188703707597171e-21,1.0,8.450379292050715e-18,1.1269339519240465e-18,1.5249843561170347e-23
knn,5.2501183340099635e-15,8.450379292050644e-18,1.0,2.326172727132289e-15,5.2501183340099635e-15
lr,8.356930226307641e-27,1.1269339519240465e-18,2.32617272713231e-15,1.0,8.356930226307641e-27
mlp,3.2937814586628496e-27,1.524984356117034e-23,5.2501183340100345e-15,8.35693022630775e-27,1.0
